AccX,AccY,AccZ
-8.925584 , -10.113108 , 0.45968673
-9.193734 , -9.078813 , 1.8387469
-11.798626 , -8.274361 , 1.3790601
-10.994174 , -7.0102224 , 1.0342951
-9.232041 , -6.588843 , 1.1109096
-5.439626 , -4.175488 , 2.1068976
-4.5202527 , -3.2944214 , 0.9959879
-4.711789 , -3.4476504 , 0.2681506
-4.8267107 , -3.7924154 , 0.9576807
-4.2521024 , -4.5202527 , 2.834735
-4.4819455 , -4.9799395 , 4.0222588
-5.094861 , -5.056554 , 4.2521024
-5.056554 , -5.401319 , 3.4093432
-2.030283 , -4.9799395 , 1.7621324
-1.532289 , -5.094861 , 1.8770541
-1.4173675 , -5.5162406 , 3.064578
-5.5162406 , -7.431602 , 6.0142345
-7.73806 , -7.393295 , 6.129156
-9.423578 , -8.121132 , 6.703765
-8.542512 , -9.232041 , 8.121132
-8.159439 , -10.419566 , 8.504205
-7.73806 , -10.611102 , 6.7803793
-8.0445175 , -12.756307 , 4.4819455
-7.8146744 , -15.629349 , 0.6512229
-3.1028855 , -7.6614456 , 2.719813
-3.1411927 , -8.810662 , 0.9959879
-2.7964275 , -9.921572 , 0.30645782
-2.9113493 , -6.5122285 , -1.2258313
-6.435614 , -4.2521024 , 2.4516625
-7.3166804 , -1.4556746 , 3.6774938
-6.5122285 , -0.7278373 , 1.340753
-4.673482 , -2.2218192 , 1.5705963
-5.707777 , -3.8307228 , 0.61291564
-6.397307 , -5.0182467 , 1.3790601
-7.5848308 , -4.367024 , 1.532289
-9.768343 , -4.175488 , 0.34476504
-9.270349 , -2.0685902 , 0.45968673
-4.8267107 , -7.086837 , 1.0342951
-3.7924154 , -8.772355 , 0.91937345
-4.405331 , -10.381259 , 1.0726024
-5.363012 , -10.0748005 , 1.9919758
-6.090849 , -9.078813 , 1.9919758
-5.7843914 , -7.967903 , 0.5363012
-1.532289 , -9.308656 , -0.5746084
-3.0262709 , -9.653421 , -1.0342951
-4.2521024 , -9.921572 , -1.8004397
-6.895301 , -8.734048 , -2.7964275
-7.0485296 , -9.461885 , -2.6431987
-7.3549876 , -10.726024 , -3.8307228
-12.181698 , -10.802638 , -2.336741
-9.730036 , -10.036493 , -2.030283
-1.6472107 , -10.189722 , -4.4819455
-4.673482 , -9.921572 , -2.2218192
-3.0262709 , -10.534488 , 0.842759
-4.213795 , -12.220005 , -3.1794999
-4.175488 , -13.292608 , -4.865018
-1.9153614 , -11.109096 , -1.8387469
-1.9919758 , -9.615114 , -0.7661445
-2.6431987 , -6.703765 , -2.2601264
-3.5625722 , -5.861006 , -0.6895301
-5.5162406 , -8.772355 , -0.7278373
-4.55856 , -7.8529816 , -1.2641385
-3.5625722 , -6.742072 , -0.8810662
-1.340753 , -4.405331 , -0.15322891
-2.9879637 , -3.9073372 , -0.11492168
-2.834735 , -4.9799395 , 0.49799395
-3.371036 , -3.5242648 , 0.11492168
-2.7581203 , -3.6008794 , 1.4556746
-2.7581203 , -4.213795 , 1.7238252
-2.681506 , -5.209783 , 1.9536686
-4.060566 , -5.93762 , 3.7924154
-7.73806 , -8.350976 , 3.8307228
-10.649409 , -10.994174 , 3.4476504
-12.105083 , -12.832921 , 3.5242648
-11.9135475 , -12.028469 , 5.171476
-7.776367 , -5.439626 , 6.6654577
-7.240066 , -7.2783732 , 6.2823853
-7.1634517 , -9.80665 , 3.217807
-5.554548 , -13.713987 , 0.5363012
-5.861006 , -13.254301 , 0.19153613
-2.1452048 , -6.3206925 , -1.0726024
-0.5363012 , -4.55856 , -0.5363012
-2.4133554 , -5.592855 , -1.7238252
-2.6048915 , -5.2863975 , -3.2944214
-3.217807 , -6.090849 , -3.064578
-4.4436383 , -5.8226986 , -2.336741
-4.673482 , -5.9759274 , -3.4093432
-3.9839516 , -4.596867 , -2.9496565
-4.711789 , -4.865018 , -1.6472107
-3.715801 , -5.8226986 , -1.4556746
-2.9496565 , -12.373235 , -0.7278373
-1.4939818 , -8.619126 , -2.183512
-1.1875241 , -8.42759 , -2.4516625
-1.2641385 , -9.998186 , 1.4173675
0.11492168 , -7.699753 , 0.7278373
1.6089035 , -5.0182467 , -1.9536686
3.1794999 , -0.2681506 , -1.685518
-0.45968673 , -2.681506 , -1.6089035
-3.9073372 , -19.230228 , -8.121132
-8.159439 , -17.391481 , -2.9879637
-6.895301 , -11.951855 , -0.34476504
0.6512229 , -13.982138 , 1.9919758
3.4859576 , -11.760319 , 2.2218192
2.6048915 , -11.33894 , -2.1068976
0.4213795 , -14.020445 , -4.865018
-3.064578 , -16.625336 , -0.038307227
-4.596867 , -15.629349 , 3.6391866
-8.00621 , -11.032481 , 4.098873
-1.8770541 , -14.939818 , 0.038307227
-0.11492168 , -10.036493 , -0.2681506
1.4939818 , -7.201759 , -1.0726024
3.4859576 , -7.73806 , -1.8387469
3.3327289 , -17.96609 , -3.3327289
2.9496565 , -17.659632 , -1.1875241
3.0262709 , -15.131354 , 0.2681506
2.0685902 , -13.254301 , 0.9959879
0.80445176 , -11.453861 , -7.3166804
-3.1411927 , -10.534488 , -2.6048915
-6.8569937 , -8.465898 , 5.9759274
-1.7238252 , -6.703765 , -2.3750482
-0.8810662 , -6.703765 , -3.4476504
-1.532289 , -5.209783 , -1.340753
-1.0342951 , -4.3287168 , -0.7661445
0.61291564 , -2.336741 , -1.2258313
1.5705963 , -1.6472107 , -1.2258313
2.030283 , -1.0726024 , -0.5363012
1.6089035 , -0.80445176 , 0.34476504
-0.45968673 , -1.685518 , 3.6391866
0.45968673 , -3.86903 , 7.1634517
1.9153614 , -9.002198 , 12.679692
1.6089035 , -18.08101 , 17.085024
-4.673482 , -18.885464 , 6.3589997
0.076614454 , -10.228029 , 7.469909
1.3790601 , -4.711789 , 8.00621
3.4476504 , -9.078813 , 6.0142345
-1.0342951 , -12.411542 , 10.802638
-3.8307228 , -18.272547 , 8.00621
3.064578 , -18.732235 , 0.15322891
5.4779334 , -3.4476504 , -3.6774938
5.66947 , -2.183512 , 0.5363012
0.15322891 , -4.673482 , -3.0262709
-1.340753 , -8.121132 , -7.469909
-3.0262709 , -11.990162 , -1.2641385
-3.7541082 , -12.334928 , -1.6089035
-3.6774938 , -12.220005 , -3.4093432
-2.873042 , -12.641385 , -3.4476504
-0.842759 , -10.342952 , 0.5363012
0.7661445 , -7.967903 , 0.38307226
0.5746084 , -8.121132 , 2.6431987
0.0 , -8.350976 , 1.6089035
0.19153613 , -8.312668 , 1.2641385
0.076614454 , -7.929596 , 1.8004397
0.076614454 , -7.086837 , -4.903325
0.15322891 , -7.8529816 , -4.903325
-0.038307227 , -9.040505 , -2.719813
-0.30645782 , -10.91756 , -0.5363012
-3.9456444 , -10.457873 , 3.7924154
-4.098873 , -10.113108 , 2.681506
-2.2218192 , -11.645397 , -0.80445176
-0.5746084 , -13.254301 , -1.7621324
-0.6895301 , -13.40753 , -1.532289
-1.0342951 , -14.173674 , -0.7661445
-2.3750482 , -14.326903 , -0.076614454
-4.8267107 , -15.05474 , 0.19153613
-3.5242648 , -16.203957 , 0.6895301
-2.1068976 , -15.7825775 , 1.3024458
-0.038307227 , -12.641385 , 1.4173675
4.903325 , -9.883265 , 0.22984336
4.7884035 , -11.722012 , -3.7541082
2.4516625 , -15.1696615 , -3.6774938
2.566584 , -16.203957 , -1.685518
3.1028855 , -12.947843 , 1.7238252
2.7581203 , -12.449849 , -1.1109096
1.9919758 , -10.879252 , -4.865018
-5.209783 , -9.423578 , 2.1068976
-4.3287168 , -7.5465236 , 2.681506
-2.1068976 , -7.699753 , -1.1875241
-1.3790601 , -8.197746 , -2.030283
-0.6512229 , -5.094861 , -1.7621324
0.2681506 , -3.1028855 , -1.9153614
1.2641385 , -2.1068976 , -1.4939818
1.685518 , -1.4556746 , -0.842759
1.8004397 , -1.1492168 , -0.038307227
0.842759 , -1.5705963 , 1.4939818
0.22984336 , -1.8770541 , 3.4093432
0.2681506 , -3.4859576 , 6.9719152
2.7581203 , -16.16565 , 16.472107
0.6895301 , -19.804836 , 14.901511
-2.4899697 , -19.383457 , 8.887277
-1.1109096 , -12.143391 , 8.580819
4.175488 , -5.401319 , 5.554548
3.86903 , -8.542512 , 5.094861
1.1875241 , -10.342952 , 8.925584
-0.19153613 , -18.770542 , 4.55856
2.4516625 , -10.802638 , -1.6472107
4.060566 , -4.9799395 , -4.596867
6.090849 , -4.7500963 , -0.19153613
-0.19153613 , -9.423578 , -9.11712
0.61291564 , -13.024457 , -4.213795
-0.19153613 , -14.250289 , -1.0726024
-0.6512229 , -11.836933 , -2.7581203
-0.8810662 , -10.649409 , -3.7541082
-2.336741 , -10.994174 , -0.5363012
-4.1371803 , -9.844957 , 1.0342951
-3.3327289 , -8.963891 , 0.9576807
-2.2984335 , -8.121132 , 1.532289
-2.2984335 , -6.895301 , 1.4939818
-1.6089035 , -6.9719152 , 2.2218192
-0.49799395 , -7.3549876 , 2.4516625
-0.61291564 , -7.0485296 , 2.528277
-0.7278373 , -7.393295 , 0.49799395
0.2681506 , -8.121132 , -4.098873
1.4939818 , -10.955867 , -4.5202527
0.22984336 , -11.415554 , -0.6895301
-2.336741 , -11.109096 , 3.5242648
-4.213795 , -10.802638 , 7.240066
-0.842759 , -11.18571 , -3.7541082
-0.15322891 , -13.101071 , -5.439626
-0.5363012 , -13.139379 , -4.0222588
-0.49799395 , -13.139379 , 0.30645782
-1.1492168 , -13.713987 , 0.30645782
-1.8770541 , -14.863204 , -0.6895301
-3.064578 , -13.867216 , -0.7661445
-2.4516625 , -15.705963 , 0.9959879
0.45968673 , -12.603078 , 1.4556746
3.9073372 , -10.228029 , 1.685518
5.592855 , -10.764331 , 0.5746084
3.4859576 , -17.27656 , -4.8267107
3.7541082 , -17.123331 , -3.4476504
3.7924154 , -14.365211 , -1.6472107
3.2561142 , -12.220005 , 0.8810662
0.4213795 , -11.568783 , -4.367024
-2.9496565 , -10.6877165 , -1.7621324
-3.6774938 , -9.078813 , 1.9153614
-1.5705963 , -6.6654577 , -1.9153614
-1.1875241 , -6.244078 , -3.1411927
-1.6089035 , -5.7843914 , -2.834735
-0.7278373 , -4.55856 , -1.9919758
1.1492168 , -2.566584 , -1.1109096
1.685518 , -2.4133554 , -0.30645782
2.2984335 , -2.2218192 , -0.4213795
2.1452048 , -2.4133554 , 0.0
0.9959879 , -2.2218192 , 3.064578
1.1875241 , -3.9456444 , 6.205771
2.566584 , -8.465898 , 9.461885
4.0222588 , -15.705963 , 12.603078
-5.209783 , -19.498379 , 12.373235
-4.405331 , -12.871228 , 8.274361
-2.834735 , -7.201759 , 9.078813
2.4899697 , -10.0748005 , 6.3589997
1.5705963 , -14.211981 , 9.155427
-1.685518 , -19.804836 , 7.776367
1.4173675 , -17.96609 , 0.8810662
8.810662 , 0.6512229 , -4.596867
8.42759 , -0.49799395 , 2.2601264
-0.4213795 , -4.098873 , -0.6512229
-1.2258313 , -8.274361 , -8.810662
-2.4899697 , -14.097059 , -0.6895301
-4.6351743 , -12.832921 , -0.842759
-3.1028855 , -10.764331 , -1.4173675
-1.4939818 , -10.0748005 , -2.3750482
-0.19153613 , -10.496181 , -2.030283
-0.9576807 , -10.113108 , -0.4213795
