MagZ,MagY,MagX,AccY,AccX,AccZ,OrientZ,OrientX,OrientY,GyroZ,GyroX,GyroY,Light
NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA
NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA
-37.4399996,-20.28,-3.08399996,-0.1436521025,-0.04788403375,9.844957,-0.54312966,173.217486,0.59491139,0.00115694095714,0.0015446938381,0.00059054346,NO-DATA
-37.1519996,-20.412,-2.78399996,-0.102152604667,-0.038307227,9.844957,-0.535337488,173.168156,0.59841602,-0.00249600274737,-0.00101818435263,0.00243385602105,NO-DATA
-36.9959992,-20.3159996,-2.74799996,-0.10534487425,-0.038307227,9.8258035,-0.540367606,173.150312,0.60033679,-0.00191728823158,0.00103946694211,0.00359128498737,NO-DATA
-37.14,-20.148,-2.97599992,-0.114921681,-0.038307227,9.844957,-0.53878584,173.118063333,0.598025403333,-0.00239189530476,-0.000142457861905,0.00291764922286,NO-DATA
-36.983999,-20.0279994,-2.33999998,-0.076614454,-0.038307227,9.844957,-0.534500268333,173.09088,0.606352941667,-5.897183e-05,-0.000130822285,0.001221770991,NO-DATA
-36.2279992,-20.5319996,-1.91999998,-0.11492168,-0.0574608405,9.844957,-0.526650658,173.09142,0.61050313,-0.00117782009684,-0.00108248604737,0.00143717538,NO-DATA
-35.9549995,-20.75999975,-1.394999975,-0.095768067,-0.04788403375,9.83538025,-0.528758336,173.122934,0.616481922,-0.00219700091158,0.000332149321053,0.00174903292947,NO-DATA
-35.2079994,-20.3639998,-1.05599998,-0.1053448735,-0.04788403375,9.83538025,-0.519312348,173.173952,0.61615826,-0.00303292170737,0.000589355668421,7.71912894737e-05,NO-DATA
-35.267999,-19.8599998,-1.13999996,-0.127690756667,-0.038307227,9.832188,-0.51283667,173.232626,0.61522463,-0.0020224679581,0.000206608104762,0.00219914422857,NO-DATA
-36.1199996,-19.944,-1.90799994,-0.076614454,-0.038307227,9.844957,-0.52271612,173.272426,0.617825062,-0.00361163621263,0.000203546073684,0.00412819218947,NO-DATA
-36.5879994,-20.0999998,-2.51999998,-0.1053448735,-0.038307227,9.83538025,-0.525086775,173.2781425,0.618982375,-0.00280786610125,-0.00129146619375,0.00090105554875,NO-DATA
-36.9479992,-19.9559996,-2.85599996,-0.127690756667,-0.038307227,9.844957,-0.520765398,173.257334,0.60731189,-0.00277877735905,0.00346455605714,0.000861058324762,NO-DATA
-37.0559996,-20.1959998,-2.65199996,-0.095768067,-0.038307227,9.8258035,-0.520184496,173.217312,0.580898282,-0.00260424445429,0.00171922667143,0.00266456520095,NO-DATA
-36.828,-20.5679998,-2.43599994,-0.127690756667,-0.038307227,9.844957,-0.520276454,173.196326,0.576962312,-0.000718064029474,-0.000696676405263,-0.000308618396842,NO-DATA
-36.2519996,-20.1599998,-1.848,-0.076614454,-0.038307227,9.844957,-0.50995841,173.186495,0.5693428,-0.002685693167,5.243741e-05,0.001832624957,NO-DATA
-36.2039992,-20.0159998,-2.00399992,-0.076614454,-0.038307227,9.844957,-0.512915918,173.202992,0.558694926,-0.0020626106805,-8.6433325e-06,0.000647543584,NO-DATA
-36.408,-20.2319998,-2.21999996,-0.11492168,-0.038307227,9.844957,-0.510878488,173.199406,0.551111892,0.0019568824425,0.0002357116975,0.00091632006,NO-DATA
-36.1439996,-20.2079998,-2.08799984,-0.076614454,-0.038307227,9.8258035,-0.511943414,173.192114,0.53945156,0.00206941021158,0.000734048973684,-0.000626918518421,NO-DATA
-36.504,-20.4959994,-2.18399998,-0.102152604667,-0.038307227,9.832188,-0.511516064,173.192386,0.5335224,0.000976282976842,-0.00183801511316,0.00188084408737,NO-DATA
-37.236,-20.3159998,-2.74799994,-0.134075295,-0.038307227,9.844957,-0.51555959,173.179934,0.530331554,0.00205869330111,0.000880513666667,3.39591216667e-05,NO-DATA
-37.2719992,-19.8359996,-2.97599994,-0.0893835293333,-0.0510763026667,9.844957,-0.50700809,173.141553333,0.513714595,0.0012849306915,0.0020072207675,-0.001038448707,NO-DATA
-36.9119992,-20.772,-2.79599992,-0.095768067,-0.038307227,9.844957,-0.508145241667,173.109375,0.519575406667,-0.00018114595619,-0.00172778371429,0.00149809643952,NO-DATA
-37.3799996,-20.7,-2.63999994,-0.095768067,-0.038307227,9.844957,-0.525056346,173.100356,0.53830454,-0.00114567001842,9.10329921053e-05,0.00393849527316,NO-DATA
-37.824,-20.016,-2.89199986,-0.076614454,-0.0574608405,9.844957,-0.527625951667,173.080148333,0.550737183333,0.000929518155909,-0.0002918539,-0.000583076608636,NO-DATA
-37.1759992,-20.0639998,-2.83199994,NO-DATA,NO-DATA,NO-DATA,-0.536340212,173.04881,0.572218948,0.0011627575965,-0.002085576205,0.003359780941,NO-DATA
-37.2359996,-20.1239998,-2.83199994,-0.095768067,-0.038307227,9.844957,-0.543884726,173.02065,0.584740192,0.000473837253333,0.000337524791667,0.000237582147222,NO-DATA
-37.6919992,-20.1119996,-2.57999996,-0.095768067,-0.0574608405,9.844957,-0.545900791667,173.001418333,0.599516138333,-0.00112071511429,-0.00254226607476,0.00295254002,NO-DATA
-37.188,-20.1599996,-2.83199998,-0.11492168,-0.038307227,9.8258035,-0.54964832,172.981454,0.618016766,0.00049080559,-0.0019023119855,6.1111349e-05,NO-DATA
-37.3919996,-20.196,-2.92799996,-0.095768067,-0.038307227,9.8258035,-0.543051392,172.95346,0.629851718,0.000921626294737,-0.00145220068105,0.000787719497895,NO-DATA
-37.7999995,-20.4,-3.37499995,-0.11492168,-0.038307227,9.844957,-0.541010916667,172.91066,0.642972376667,2.14038842105e-05,-0.00241672484263,0.00239525955895,NO-DATA
-37.2359996,-20.1239996,-2.81999998,-0.1053448735,-0.038307227,9.83538025,-0.548430462,172.86941,0.65304532,-0.00048657883,0.0001746298095,0.002993264587,NO-DATA
-37.29,-20.02499975,-2.519999975,-0.095768067,-0.038307227,9.8258035,-0.522791342,172.858736,0.654796294,0.000535816731579,-0.00145220075,0.000273306602105,NO-DATA
-37.152,-20.436,-2.61599996,-0.102152604667,-0.0638453783333,9.844957,-0.490972422,172.837376,0.657039484,0.00159036299,-0.0025131772135,-0.00018323472,NO-DATA
-37.296,-20.0999998,-2.688,-0.1053448735,-0.04788403375,9.83538025,-0.4584872,172.819662,0.664525914,0.00130743590526,-0.00170940711474,0.00162364040316,NO-DATA
-37.2359996,-19.944,-2.96399998,-0.1053448735,-0.0574608405,9.83538025,-0.436875565,172.801813333,0.666067916667,-0.000642071854545,-0.00040291552,0.000916322737273,NO-DATA
-36.396,-20.0999998,-2.02799992,-0.11492168,-0.038307227,9.84495733333,-0.407464186,172.785592,0.67098207,-0.00115209743716,-0.000744881602105,0.00191621318842,NO-DATA
-35.832,-20.124,-0.875999968,-0.095768067,-0.038307227,9.844957,-0.397915484,172.815012,0.67245416,-0.00185941290805,0.00176288199474,0.00354947420842,NO-DATA
-35.976,-20.3519998,-1.031999984,-0.076614454,-0.038307227,9.80665,-0.38024256,172.875262,0.671478034,-0.000262589722556,0.00271311683333,-0.00139817698944,NO-DATA
-36.444,-20.3279998,-2.424,-0.11492168,-0.038307227,9.832188,-0.349065958571,172.917481429,0.671999645714,-0.00165252943939,0.00112545736957,0.000924291328696,NO-DATA
-37.0199995,-20.17499975,-2.714999975,-0.0893835293333,-0.038307227,9.832188,-0.324145048,172.90233,0.67852652,0.000280401577444,0.000337529827778,0.000841662373889,NO-DATA
-36.7999991667,-20.2899998333,-2.35999998333,-0.1053448735,-0.04788403375,9.83538025,-0.30934762,172.898064,0.683674072,-0.00121639678979,0.000605453031579,-0.000951638024737,NO-DATA
-37.428,-20.4,-2.79599996,-0.095768067,-0.038307227,9.84495725,-0.30600734,172.90974,0.68032134,-0.00185941287153,0.00156997712632,0.00374237883158,NO-DATA
-37.4759992,-20.388,-2.77199994,-0.0995987896,-0.038307227,9.8219728,-0.311863024,172.905874,0.681122852,-0.00115209526595,0.000155341978947,0.000141489215789,NO-DATA
-37.164,-20.3399996,-3.02399996,-0.1072602348,-0.038307227,9.8526188,-0.32213663,172.903701667,0.689020996667,-0.00186247486219,-0.00219319751429,0.000977410009524,NO-DATA
-36.1349995,-20.475,-1.845,-0.1072602348,-0.038307227,9.8296344,-0.318556876,172.908416,0.701023678,0.00067407029735,0.00127418993,-0.0003664934685,NO-DATA
-36.551999,-20.3399998,-1.85999998,-0.11492168,-0.0510763026667,9.85772633333,-0.315402634,172.943458,0.68979996,-0.000187570356842,0.00147351316132,-0.00130529924421,NO-DATA
-37.0199984,-20.016,-3.08399992,-0.11492168,-0.038307227,9.8258035,-0.32053009,172.961472,0.68450701,-0.000330462077222,-0.000768837192778,-0.00130994511889,NO-DATA
-37.0679996,-20.0639996,-3.07199996,-0.095768067,-0.038307227,9.844957,-0.319081574,172.953568,0.679584954,0.001162764044,-0.00043625501025,-0.003604083405,NO-DATA
-37.392,-20.0759994,-3.096,-0.095768067,-0.038307227,9.844957,-0.317841752,172.94284,0.681030528,0.00235540573381,-0.0012827397319,-0.0026092461419,NO-DATA
-37.0949995,-20.355,-3.2099999,-0.102152604667,-0.0510763026667,9.844957,-0.319907722,172.91777,0.683871958,0.001223850589,-0.00098603368525,-0.001771487995,NO-DATA
-37.3679992,-20.532,-3.13199992,-0.095768067,-0.0574608405,9.8449575,-0.32627184,172.908464,0.679326546,0.00224874676444,-0.000633089361389,-0.000291836616667,NO-DATA
-37.656,-19.9439994,-2.97599994,-0.11492168,-0.038307227,9.844957,-0.328417011667,172.890651667,0.685792935,0.001651456256,-0.00330732158175,-0.002443439744,NO-DATA
-37.44,-20.0279998,-3.04799994,NO-DATA,NO-DATA,NO-DATA,-0.323223722,172.866102,0.702363126,0.00260955021737,-0.000915301975789,-0.000202528787368,NO-DATA
-37.2,-19.9319996,-3.23999996,-0.102152604667,-0.038307227,9.85772633333,-0.3208435,172.845852,0.707206488,0.00222374069895,-0.00117250833184,-0.00219587851263,NO-DATA
-37.1639996,-19.9079998,-3.29999996,NO-DATA,NO-DATA,NO-DATA,-0.316238754,172.820942,0.711747342,0.000423295582632,-7.93811897368e-05,-0.00290319618737,NO-DATA
-37.2239996,-20.0519998,-3.20399996,NO-DATA,NO-DATA,NO-DATA,-0.307453918,172.802358,0.708741324,0.000886267509474,-0.000130821963684,-0.000395430288421,NO-DATA
-37.7399996,-20.2799998,-3.27599996,-0.1053448735,-0.04788403375,9.83538025,-0.305911396,172.782138,0.709591114,0.000381500483158,0.000473613332632,-0.00253345423579,NO-DATA
-37.932,-20.3519996,-3.65999996,-0.11492168,-0.038307227,9.844957,-0.294300093333,172.74971,0.715302883333,-0.000819770421818,-0.000675047075455,-0.00189920679773,NO-DATA
-38.04,-20.1719998,-3.22799996,NO-DATA,NO-DATA,NO-DATA,-0.284934398,172.718958,0.720180278,0.00166753263263,-0.00113392677579,-0.00311216881526,NO-DATA
-37.5479996,-20.16,-2.81999996,-0.11492168,-0.038307227,9.8258035,-0.270269521667,172.691031667,0.728725551667,0.00184582343091,-0.00117484587636,-0.00367626925955,NO-DATA
-37.1399996,-19.8,-2.97599992,-0.0893835293333,-0.038307227,9.844957,-0.256130796,172.685228,0.732938612,-0.001219609466,-0.000802773435,-0.0019547399815,NO-DATA
-36.96,-20.0399998,-3.47999996,NO-DATA,NO-DATA,NO-DATA,-0.238941104,172.647274,0.72816648,-0.000968833211579,0.000409311848421,-0.000668707793158,NO-DATA
-37.1879996,-20.0759996,-2.95199988,-0.11492168,-0.038307227,9.8258035,-0.22468312,172.59901,0.723173411667,0.00179029024455,-0.00167464465909,-0.00206580633727,NO-DATA
-37.1159992,-19.8839996,-2.89199996,-0.095768067,-0.038307227,9.844957,-0.212391286,172.561258,0.720061918,0.00166753262737,-0.000812418732632,-0.00111881889053,NO-DATA
-36.9959996,-19.8959996,-2.90399994,-0.1053448735,-0.038307227,9.8258035,-0.18575884,172.51812,0.716800886667,0.000401960101818,-0.000508447438182,-0.00478693322455,NO-DATA
-36.675,-20.33999975,-2.159999975,-0.11492168,-0.038307227,9.8258035,-0.157472482,172.495122,0.70584795,0.00190598212222,-0.00108783714444,4.07521622222e-05,NO-DATA
-36.2399992,-20.736,-1.54799998,-0.1072602348,-0.038307227,9.8296342,-0.134889578,172.492786,0.703329378,-0.000277594029474,-0.00240065897684,0.00108029420632,NO-DATA
-36.0599992,-20.208,-1.2479999,-0.1072602348,-0.038307227,9.8296344,-0.1148920916,172.520724,0.691808678,-0.000792006908,-0.001719062025,-0.000671924429,NO-DATA
-35.712,-20.652,-1.41599994,-0.11492168,-0.038307227,9.832188,-0.0986509323333,172.550948333,0.687599476667,-0.000908362232381,-0.00348766227429,0.00222241321429,NO-DATA
-36.5519994,-20.616,-2.48399992,-0.1072602348,-0.038307227,9.8219728,-0.077368732,172.562964,0.68434496,-0.001402872196,-0.0017801484165,0.000916325166,NO-DATA
-36.974999,-20.4,-3.059999925,-0.1053448735,-0.038307227,9.8258035,-0.0630443656,172.550866,0.678685276,-0.000927754808889,-0.00132539335722,0.00153397771778,NO-DATA
-36.8599986667,-20.3799998333,-3.16999996667,-0.11492168,-0.038307227,9.84495733333,-0.0689810543333,172.53327,0.663762133333,-0.000514340853636,-0.00248542021591,0.000188840094545,NO-DATA
-36.6479994,-20.592,-2.62799996,-0.11492168,-0.038307227,9.844957,-0.0703085748,172.514734,0.654284536,4.39138968421e-05,-0.00175764291,0.00191621511684,NO-DATA
-36.9239996,-20.6399998,-2.57999998,-0.11492168,-0.038307227,9.8258035,-0.0786068848,172.516648,0.640230068,-0.00181011567556,-0.000918149755,0.00112673424222,NO-DATA
-36.948,-19.9799998,-2.66399996,-0.095768067,-0.038307227,9.844957,-0.0976033683333,172.524465,0.621016363333,-0.0027118691781,-0.000404247142857,0.00571307175143,NO-DATA
-37.2479996,-19.6679996,-2.75999996,-0.11492168,-0.038307227,9.864111,-0.1081098725,172.5230325,0.6096037675,-0.000425488195,-0.0010929259375,-0.00018322803875,NO-DATA
-37.6199995,-20.12999975,-2.879999875,NO-DATA,NO-DATA,NO-DATA,-0.107010787667,172.515995,0.601813738333,-0.000675146266087,0.000774860438261,-0.000879081690435,NO-DATA
-37.356,-20.604,-3.31199996,-0.095768067,-0.038307227,9.844957,-0.1143558128,172.498892,0.586088916,0.000559082772941,0.00130292304353,0.000614491741176,NO-DATA
-37.1999995,-20.115,-2.99999995,NO-DATA,NO-DATA,NO-DATA,-0.120368546,172.469836,0.57695974,0.000735155747,0.001457436056,0.000733071399,NO-DATA
-36.92999825,-20.09999975,-2.729999975,-0.095768067,-0.038307227,9.844957,-0.127096306667,172.456275,0.56157733,-0.000425488326,0.001152003489,0.000794158018,NO-DATA
-37.2299995,-20.2049995,-3.21,NO-DATA,NO-DATA,NO-DATA,-0.139066994,172.444606,0.54735807,-0.000689124864211,0.00158282412,0.00191943610105,NO-DATA
-37.23,-20.205,-3.03,-0.11492168,-0.038307227,9.883265,-0.126005914,172.42366,0.551705884,-0.000361492862857,0.000529502691429,-0.000456661377143,NO-DATA
-37.4879996,-19.956,-2.99999994,-0.11492168,-0.038307227,9.844957,-0.106492442,172.409708,0.55890675,-0.000560521644737,0.00196863367895,-0.000845532974737,NO-DATA
-37.428,-19.6439996,-3.41999996,NO-DATA,NO-DATA,NO-DATA,-0.0914598828,172.398972,0.566593154,-0.00248956982211,0.00106841128737,0.00121211856211,NO-DATA
-37.2239996,-20.2439996,-3.252,-0.11492168,-0.038307227,9.80665,-0.085738014,172.376206,0.569434898,-0.000303315211579,0.00177572905895,0.000890610243158,NO-DATA
-36.9839992,-20.3399998,-2.93999994,-0.11492168,-0.038307227,9.832188,-0.0776062726667,172.364678333,0.581035126667,-0.000291679072857,6.4081127619e-05,4.36704428571e-05,NO-DATA
-37.056,-20.2079996,-2.99999992,-0.0893835303333,-0.063845378,9.81941933333,-0.072140247,172.35813,0.594560924,0.00148176993667,0.000805845592222,-0.00284387719444,NO-DATA
-37.1159992,-19.8239996,-3.11999992,-0.1225831254,-0.0459686714,9.8449574,-0.055857467,172.349,0.602929338,-0.000229367281053,0.00253127211789,-0.00221515046842,NO-DATA
-36.7679984,-19.836,-3.10799988,-0.0670376475,-0.04788403425,9.8353805,-0.047887014,172.344598,0.598626582,-0.000100764074211,0.00356009778842,0.00280037451579,NO-DATA
-37.056,-20.0519996,-3.40799996,-0.160890352,-0.0842758976,9.8219728,-0.046585167,172.332568,0.592252858,0.00221409371211,0.00413881216632,0.000678421826316,NO-DATA
-37.1849995,-20.385,-3.51,-0.0459686722,-0.022984336,9.8449572,-0.0375987495,172.303241667,0.591042191667,0.0015292816545,0.001090916075,-0.00250450746,NO-DATA
