MagZ,MagY,MagX,OrientZ,OrientX,OrientY,AccY,AccX,AccZ,GyroZ,GyroX,GyroY
-37.44,-20.0879998,-3.34799996,-0.232875966,172.423784,0.70496626,-0.1072602348,-0.0306457816,9.8372956,-0.0011328196,0.0043188308,0.000498414
-37.305,-20.1,-3.26999995,-0.25154117,172.418824,0.696024728,-0.0995987896,-0.0306457816,9.8526188,0.0029824831,0.0035472115,0.0016558428
-37.3799995,-19.95,-3.54,-0.265335066,172.40703,0.699873806,-0.0995987896,-0.038307227,9.8602802,0.0008605301,0.0043831324,-0.002330856
-37.4759996,-20.148,-3.29999992,-0.26878206,172.391852,0.701180832,-0.1149216808,-0.0306457816,9.8602804,0.0017125264,0.0046949952,-0.0014049133
-37.2119996,-20.1719998,-3.09599992,-0.284872446,172.387734,0.706690712,-0.095768067,-0.0191536135,9.844957,0.001374943,0.0021325763,0.0013986366
-37.0919992,-20.0639994,-3.27599992,-0.295876696,172.376314,0.726768098,-0.1053448735,-0.0287304203,9.83538025,0.0024037687,0.0016181635,-0.0014306342
-37.1159996,-20.244,-3.46799992,-0.30947321,172.362401667,0.74132386,-0.0893835293,-0.038307227,9.832188,-0.0005809942,0.0006299527,-0.0013327171
-36.86999875,-20.355,-3.14999995,-0.318836644,172.357414,0.755922382,-0.095768067,-0.038307227,9.844957,-0.000509093,-0.0017994856,-0.0001606724
-37.32,-19.93499975,-3.15,-0.330891995,172.35313,0.778105415,-0.11492168,-0.0574608405,9.844957,0.0010405756,-0.0024521467,-0.0033596771
-37.8119996,-20.136,-3.35999996,-0.329764074,172.336182,0.792127558,-0.114921681,-0.038307227,9.83538025,0.0012270502,-0.0002562469,-0.0032471494
-37.5959992,-20.472,-3.20399992,-0.335066538,172.321886,0.799417994,-0.0689530068,-0.0076614454,9.8372956,0.0006197574,-5.61976544444E-005,-0.0030542446
-37.4639992,-20.388,-3.23999992,-0.346811586,172.316112,0.815599188,-0.1915361388,-0.0612915634,9.821973,-0.0010092167,-0.0022960369,0.0010181905
-37.0079996,-20.1359996,-3.27599996,-0.36874715,172.324734,0.831408796,-0.0612915628,-0.045968672,9.8602802,-0.0028418124,-0.001413676,0.0021041732
-36.9839988,-20.124,-3.03599994,-0.3912999433,172.322215,0.8449185167,-0.1302445702,-0.0306457814,9.8296342,0.0006846802,-0.0001919454,0.0008234218
-36.911999,-20.1239996,-2.93999988,-0.421101116,172.326936,0.84614047,-0.1302445708,-0.0536301178,9.8296342,-0.0009592043,0.0015441979,0.0022184871
-37.32,-19.83,-3.16499985,-0.448238016,172.326404,0.851402,-0.0861912603,-0.0191536135,9.83538025,-0.0004447915,-0.0008349615,0.0009324549
-36.8159984,-20.1839996,-3.17999992,-0.461180186,172.314432,0.868836678,-0.137906018,-0.0306457814,9.8449574,0.0009955635,0.0005925416,-0.0014724239
-36.86999925,-20.445,-3.0599999,-0.473585406,172.30887,0.88555473,-0.0995987902,-0.0229843362,9.8296346,-0.0008191711,0.0011248186,0.0028643623
-37.296,-19.9919996,-3.10799996,-0.4966129,172.311006667,0.8915178,-0.114921681,-0.0287304203,9.84495725,-9.61663486957E-005,0.0036804191,0.0027463206
-37.464,-20.076,-2.72399994,-0.515447762,172.30786,0.901593728,-0.1149216796,-0.0459686722,9.8372956,-5.8983296E-005,0.0012741412,0.0024435442
-36.8159996,-20.58,-1.88399998,-0.5313509367,172.327526667,0.9144360317,-0.1072602354,-0.0306457816,9.8372956,6.31897304762E-005,0.0027925776,0.0005178642
-36,-20.7719994,-1.40399996,-0.54041504,172.368988,0.920390536,-0.114921681,-0.038307227,9.83538025,-0.0008531081,0.000785449,-0.0011605609
-36.084,-20.412,-1.37999992,-0.544330928,172.421908,0.934506538,-0.1072602356,-0.0459686724,9.8372958,0.0003846978,0.0020393303,0.0052149432
-36,-20.4839998,-1.58399998,-0.554263574,172.467694,0.946461558,-0.11492168,-0.0229843362,9.8296344,-0.0002583182,0.0024894417,-0.0013438203
-36.4079996,-20.544,-2.21999996,-0.5602106075,172.50872,0.948548385,-0.11492168,-0.038307227,9.8258035,0.0006061811,0.002346549,0.000013658
-36.8879992,-20.3039998,-2.66399996,-0.5652867183,172.525428333,0.9562425567,-0.1072602348,-0.038307227,9.8372958,-0.000158943,0.0013963144,0.0043205665
-37.2359996,-20.208,-2.85599992,-0.5782363333,172.540796667,0.974179655,-0.0995987896,-0.038307227,9.8372958,0.0032030374,0.0001012657,-0.0066216895
-37.26,-20.2559998,-3.03599988,-0.57125314,172.541196,0.991653012,-0.0995987896,-0.038307227,9.8296344,0.0033297116,-0.0007513761,-0.0067322871
-37.0919996,-20.3759998,-2.784,-0.573823992,172.539334,1.00102773,-0.095768067,-0.0478840338,9.854534,0.0030903667,0.0021564854,-0.0033528809
-37.0559992,-20.2679996,-2.72399994,-0.57656755,172.545035,1.0077825833,-0.095768067,-0.0287304203,9.83538025,0.0026399306,-5.86724163636E-005,-0.0067527469
-37.0799996,-20.052,-2.736,-0.57991586,172.563868,1.02685332,-0.1149216808,-0.0459686724,9.8449574,0.0013363618,0.0001488463,-0.0052533502
-37.095,-19.8299995,-2.819999975,-0.572986962,172.566978,1.03445708,-0.0919373444,-0.0306457816,9.8526188,0.0015292666,0.0005989575,-0.0071823985
-36.675,-19.815,-3.0899999,-0.540525626,172.535442,1.03736916,-0.1149216813,-0.0510763027,9.832188,0.0008573148,0.0011519513,-0.0036651006
-37.3319996,-19.8719998,-2.87999994,-0.51499054,172.503904,1.03385834,-0.1072602348,-0.038307227,9.8372958,0.0033940132,0.0007918624,-0.005960668
-37.2599996,-20.1479996,-2.72399996,-0.4924833317,172.472863333,1.0314481833,-0.0842758992,-0.0459686724,9.8449572,0.001362667,0.0016073236,-0.0032541551
-37.019999,-20.1239996,-2.65199998,-0.471845402,172.453976,1.03026772,-0.0995987894,-0.0459686724,9.8526188,0.0016578699,0.0009847672,-0.0041602232
-36.8879996,-20.3039998,-3.10799992,-0.458890855,172.430825,1.0291902833,-0.0919373442,-0.0383072268,9.8296342,0.0029897903,0.0002245457,-0.004275965
-37.185,-20.22,-2.834999975,-0.436911898,172.401666,1.02525172,-0.0919373444,-0.0459686724,9.8372958,0.0029631929,-0.0002305346,-0.0083655471
-37.079998,-19.5,-3.465,-0.4020022225,172.37054,1.029373575,-0.1149216802,-0.0229843362,9.837296,0.0025371948,-0.0015969435,-0.0070554017
-36.6599988,-19.9799996,-3.01199994,-0.3837571517,172.336315,1.02957655,-0.122583126,-0.0536301178,9.8296344,0.0019595286,0.001019153,-0.0055614381
-36.8519994,-20.3519994,-2.55599998,-0.367364098,172.314176,1.02291788,-0.0861912605,-0.038307227,9.84495725,0.0028988913,-0.0003591379,-0.007079515
-37.44,-20.3159998,-3.084,-0.346496182,172.297918,1.02181966,-0.0919373456,-0.038307227,9.8372958,0.0046350345,-0.0001019314,-0.0084941503
-37.6919992,-20.3519998,-2.83199994,-0.3316173217,172.273691667,1.0310059667,-0.145567462,-0.038307227,9.8449574,0.0043043406,-0.0003897576,-0.007557184
-37.6799996,-20.1239996,-2.86799994,-0.3023396133,172.25794,1.0466874667,-0.0893835293,-0.038307227,9.844957,0.0040949011,-0.0001919536,-0.0068415991
-37.44,-20.535,-2.924999975,-0.271730864,172.245234,1.05649184,-0.1149216793,-0.038307227,9.85453425,0.0046350346,9.09733973684E-005,-0.0110019128
-37.1699995,-20.24999925,-3.16499985,-0.244399842,172.224904,1.0601081,-0.1072602356,-0.0306457816,9.852619,0.0046993362,-0.0011307572,-0.0097158807
-37.38,-20.58,-3.06,-0.223422022,172.210892,1.07745446,-0.1149216796,-0.0229843362,9.8602802,0.0005647415,0.0004896429,0.0015626219
-37.5,-20.9639998,-2.9639999,-0.210476116,172.20333,1.08541434,-0.130244572,-0.038307227,9.852619,-0.0001908028,0.0016470716,0.0071568622
-36.45,-20.43,-2.46,-0.195157328,172.2021,1.0976629,-0.0689530084,-0.0459686724,9.8526186,0.0005165149,0.002097183,0.0013697176
-35.4839996,-20.856,-0.923999988,-0.171526408,172.219496,1.1075476,-0.1072602362,-0.038307227,9.8296344,0.001040573,5.2391895E-005,0.0034209391
-35.7599996,-20.928,-0.323999984,-0.149788498,172.274044,1.12026632,-0.107260235,-0.0229843362,9.8372956,-0.0001908028,0.0028045004,0.0016269242
-36.288,-20.244,-1.33199998,-0.126829556,172.325774,1.12539578,-0.1225831248,-0.0306457816,9.8372958,0.0012238325,0.0013747355,0.0040174311
-37.2839986,-19.9799998,-2.25599998,-0.1429276283,172.35318,1.1318111333,-0.1225831256,-0.0306457816,9.8372956,0.0001184573,0.0021584225,0.0063821808
-37.5839984,-20.0999996,-2.496,-0.157431584,172.367584,1.13799986,-0.095768067,-0.0287304203,9.83538025,0.0007094197,0.0008111508,0.0016269244
-37.392,-20.1119996,-2.86799994,-0.17504926,172.371394,1.14178128,-0.1149216808,-0.0459686724,9.8296342,-0.0002551044,0.0011326588,0.0079284815
-37.2839996,-19.9559996,-3.29999992,-0.201956308,172.363816,1.14633086,-0.1072602348,-0.0306457816,9.8372958,0.0001950068,0.0020971828,0.0020127339
-36.9119996,-20.1239994,-3.10799994,-0.214749764,172.355182,1.14635626,-0.1149216813,-0.038307227,9.8577263333,-0.0010620886,0.0019685819,0.0019484381
-36.9839996,-20.3039998,-2.92799994,-0.228569578,172.354126,1.13804906,-0.1404598333,-0.0510763027,9.8577263333,0.0009455515,0.0013827254,0.0015340564
-36.9599996,-20.412,-2.68799992,-0.2392257967,172.351205,1.1431704667,-0.084275899,-0.0229843362,9.844957,0.0030619836,0.0002967427,0.0006887176
-37.092,-20.292,-2.74799998,-0.2621940633,172.345156667,1.1359071167,-0.1053448735,-0.0478840338,9.84495725,0.0021401324,0.0022515115,0.0028100861
-37.3599996667,-20.1499996667,-3.0899999833,-0.287964584,172.345332,1.13859588,-0.1072602362,-0.0306457816,9.8372956,-6.54126277895E-005,0.0002324412,0.0029129686
-37.5479992,-20.0519996,-3.26399988,-0.305051785,172.338941667,1.137249,-0.0842758996,-0.0229843362,9.852619,0.0007613223,0.0002967427,0.0003898964
-37.4519996,-20.016,-3.37199992,-0.300614116,172.312472,1.14733334,-0.1302445728,-0.0459686724,9.8372958,0.0008348098,3.95361642105E-005,0.0050349214
-37.392,-19.9199996,-3.396,-0.28914752,172.275736667,1.1546399,-0.1072602368,-0.038307227,9.8372958,6.31906214545E-005,0.0006854752,0.0024657798
-36.9479996,-20.0759998,-3.04799996,-0.295882814,172.259532,1.15807406,-0.095768067,-0.0287304203,9.8258035,-0.0002583175,-8.90668831579E-005,0.0047777152
-37.1519996,-20.304,-3.04799996,-0.288081472,172.248276,1.16470002,-0.1053448735,-0.038307227,9.83538025,-0.0011585399,0.0028012901,0.0011607499
-37.008,-20.0759998,-2.96399992,-0.281534514,172.234634,1.15183742,-0.1149216813,-0.0127690757,9.844957,0.0011355999,0.00031032,0.0018598575
-37.128,-20.1359996,-3.05999988,-0.2804921983,172.217706667,1.1478750333,-0.0893835293,-0.0510763027,9.832188,-0.0002044245,-0.0022427074,-0.0006194763
-37.368,-20.436,-3.23999992,-0.270041294,172.19423,1.15075146,-0.11492168,-0.038307227,9.844957,0.0008090914,-0.0026193311,0.0001062133
-37.275,-20.76,-3.33,-0.262682194,172.165152,1.15360226,-0.1021526047,-0.0255381513,9.844957,0.0008733929,-0.0022978231,-0.0009226124
-37.365,-20.57999975,-3.075,-0.254214116,172.14679,1.15585816,-0.095768067,-0.0191536135,9.844957,-0.0009913536,-0.0013976007,-0.0009226124
-37.559999,-20.34,-3.225,-0.247967586,172.134652,1.1553128,-0.095768067,-0.038307227,9.844957,0.0003075388,-0.0031851852,0.0009164134
-37.44,-19.9949995,-3.3899999,-0.257600186,172.12621,1.15383086,-0.095768067,-0.038307227,9.844957,-0.0011842585,-0.0025550295,0.0004920228
-37.4879996,-19.9559996,-2.98799986,-0.265518612,172.117652,1.14830416,-0.11492168,-0.038307227,9.819419,0.0002946784,-0.0004973781,-0.000665406
-37.464,-20.3399998,-2.352,-0.27225349,172.11692,1.13924998,-0.1053448735,-0.0287304203,9.844957,0.000037472,-0.0026193312,0.0013279437
-37.7039988,-20.3759998,-2.69999998,-0.272588062,172.131026,1.13503938,-0.076614454,-0.038307227,9.844957,0.0016514423,-0.0013525894,-0.0025655185
-37.7039996,-19.8239994,-3.312,-0.265536064,172.115642,1.12564712,-0.11492168,-0.038307227,9.844957,0.0011627502,-0.0015358447,0.0001528318
-36.9839996,-20.712,-2.06399998,-0.2643110017,172.100955,1.1246576,-0.11492168,-0.038307227,9.8258035,0.000307539,-0.0007417155,-0.0003053172
-36.1679996,-20.8079998,-1.34399998,-0.265263505,172.12112,1.116147025,-0.11492168,-0.0191536135,9.844957,-0.0016184833,0.0014789595,0.0015739917
-35.904,-20.7959998,-1.24799994,-0.263764918,172.16163,1.1084315,-0.1021526047,-0.038307227,9.832188,-0.0001811532,-0.0004294955,-0.0005700255
-35.772,-20.6519996,-1.75199996,-0.2627756,172.200392,1.10145314,-0.11492168,-0.038307227,9.8258035,-0.0023531186,-0.0002937478,0.0008553267
-36.2159992,-20.1839996,-2.44799992,-0.2629627683,172.231155,1.0884796667,-0.095768067,-0.038307227,9.844957,-0.0021591931,0.0016842922,0.0007389714
-36.9599996,-20.2319994,-3.15599998,-0.257842878,172.225624,1.0842741,-0.095768067,-0.038307227,9.844957,-0.0009752781,0.0008465341,0.0002444615
-37.0079992,-20.244,-3.27599996,-0.263355602,172.204328,1.0734528,-0.095768067,-0.038307227,9.844957,-0.0007920185,0.0010637307,0.0033666615
-36.911999,-19.6319996,-3.08399992,-0.27878373,172.180323333,1.0748792667,-0.11492168,-0.038307227,9.8258035,-0.0014028838,-0.0012304078,0.0018937975
-36.9359996,-19.98,-2.99999992,-0.277194188,172.160072,1.0707434,-0.11492168,-0.038307227,9.844957,-0.0014028838,0.001762832,-0.0003664037
-36.8879996,-20.3279996,-3.24,-0.27934355,172.14987,1.06265618,-0.076614454,-0.0191536135,9.844957,-0.001444679,2.34771605263E-005,-0.000025603
-36.8099995,-20.6199996667,-2.7799999833,-0.2760626367,172.138238333,1.0657471167,-0.122583126,-0.0229843362,9.8296342,0.0013460121,-0.0019634361,-0.0006107439
-37.0199992,-20.6759994,-3.08399994,-0.265320362,172.1331,1.06061088,-0.1149216808,-0.0459686724,9.8372956,-0.0001200645,-0.000558446,-0.0044591949
-37.188,-20.388,-3.31199996,-0.259702722,172.11918,1.05055054,-0.0919373452,-0.038307227,9.8449572,0.0014070986,0.0010908902,0.0009775059
-37.5959996,-20.1959996,-3.0479999,-0.267599872,172.100536,1.040401,-0.130244572,-0.038307227,9.8296342,0.0008689555,-0.0014107485,-0.0008376366
-37.6999986667,-20,-3.4199999333,-0.26874749,172.085486,1.036869,-0.091937345,-0.0306457816,9.8296342,8.53875473684E-006,-0.0008381579,0.0012475725
-37.5149985,-20.0699995,-3.435,-0.261279918,172.061832,1.040383,-0.11492168,-0.038307227,9.8258035,8.35572177778E-005,-0.0022349317,-0.0007600663
-37.0319992,-20.5079996,-3.17999996,-0.244822336,172.024566,1.05018468,-0.0842758992,-0.038307227,9.8296346,0.0033618674,-0.0028186473,0.0002444675
-36.9959992,-20.856,-2.724,-0.226248702,172.00182,1.05558552,-0.1225831256,-0.0612915632,9.8372958,-0.0012131918,-0.0010953644,-0.0037036509
-37.0439996,-20.772,-2.99999994,-0.199358858,172.000992,1.05825584,-0.1072602364,-0.0306457816,9.8372956,0.0015089095,-0.0031172926,0.0005295379
-37.236,-20.4359996,-3.52799996,-0.1896012517,171.96879,1.0571965333,-0.0957680678,-0.038307227,9.84495725,0.0006435174,-4.75404045455E-005,0.0003638634
-37.092,-20.292,-3.384,-0.182957014,171.93776,1.0528212,-0.1685517968,-0.038307227,9.821973,-0.0030297111,0.0010587396,-0.0060860271
-37.416,-20.424,-2.856,-0.163954385,171.919866667,1.0577618,-0.0919373454,-0.0306457816,9.8372958,-0.0002926993,-0.0006885865,-0.0051550517
-37.8449995,-20.20499975,-2.63999995,-0.14406289,171.899792,1.0622619,-0.091937345,-0.0306457816,9.8449574,-0.0003933452,0.0009301365,-0.0075006624
-38.24999925,-20.295,-2.774999975,-0.1289942158,171.891461667,1.0625029333,-0.1225831268,-0.0306457816,9.8372958,-0.0028078705,0.0015184962,-0.0040926772
-37.836,-20.484,-3.144,-0.1063983468,171.873638,1.06196456,-0.0766144538,-0.0306457816,9.8296344,-0.0002647421,0.000029914,-0.007372059
-37.3559992,-20.2319998,-2.86799994,-0.1101641192,171.869464,1.05813076,-0.1340752935,-0.0478840338,9.844957,-0.0001361389,-0.0015133245,-0.0048642965
-37.056,-19.8839994,-2.98799994,-0.1148806992,171.860826,1.05947418,-0.1053448745,-0.038307227,9.8258035,0.0007640836,-0.0018348325,-0.0046713916
-37.488,-19.9439996,-3.32399992,-0.129741684,171.859598,1.05202122,-0.114921682,-0.038307227,9.844957,-0.0025635245,0.0010298039,-0.0044591963
-37.634999,-19.40999975,-3.285,-0.1467353683,171.849753333,1.0368979333,-0.1149216808,-0.038307227,9.8296342,-0.0010363613,0.0004800252,-0.0043981099
-37.0079992,-19.9079998,-2.83199996,-0.145637344,171.835016,1.02880822,-0.095768067,-0.038307227,9.844957,-0.0001039867,-0.0005166495,-0.0061824834
-36.612,-20.376,-1.692,-0.143229406,171.851472,1.02352038,-0.1149216813,-0.0255381513,9.844957,-3.96814010526E-005,0.0018239294,-0.0006011149
-35.904,-20.4479996,-1.23599996,-0.135218538,171.893296,1.00660702,-0.1276907567,-0.038307227,9.844957,-0.0017829693,0.0031814077,0.000291963
-35.4239994,-20.592,-0.92399998,-0.145762394,171.947134,0.997651008,-0.0919373444,-0.0306457816,9.8372956,-0.0007586903,0.0003245328,0.0034265039
-35.7719992,-20.376,-0.984,-0.156529104,172.012368,0.996783384,-0.114921682,-0.038307227,9.844957,0.0006676362,0.000087786,4.19010915789E-005
-37.0649995,-20.38499975,-1.56,-0.155805946,172.046934,0.988533594,-0.11492168,-0.038307227,9.844957,0.0020179699,0.0013095164,0.0005563139
-37.38,-19.9679994,-2.63999998,-0.159995318,172.07592,0.978869258,-0.1072602348,-0.0306457816,9.8602802,-0.0017115231,0.0020811358,0.0035784894
-36.82499925,-19.85999975,-2.66999995,-0.149235898,172.090676,0.966073096,-0.1225831268,-0.0306457824,9.8449574,-0.0009752698,0.0012741507,-0.0054976824
-36.71999925,-20.1,-2.8649999,-0.135923396,172.098288,0.960427868,-0.0995987904,-0.0229843366,9.821973,0.0003461282,0.0005378973,0.0019066476
-37.5239992,-20.1239996,-2.98799992,-0.1272727822,172.10649,0.952572058,-0.1072602356,-0.0459686726,9.8756031,-0.0019687295,0.0025312469,0.0034498855
-37.2399993333,-20.41,-2.83999995,-0.11239464,172.119703333,0.94005492,-0.1072602364,-0.0306457814,9.80665,0.0010405855,0.0002967663,-0.0050089902
-37.0559988,-20.592,-2.91599984,-0.0955815658,172.128286,0.93397626,-0.095768067,-0.067037647,9.83538025,-0.0023802598,0.0011519775,0.0047037672
-37.5959996,-20.1839996,-2.97599992,-0.0920545133,172.144733333,0.9265794917,-0.11492168,-0.0478840338,9.8258035,-7.64252352381E-005,0.00106762,0.000544066
-37.572,-19.9439996,-2.92799994,-0.0940843285,172.15081,0.9161220575,-0.095768067,-0.038307227,9.83538025,-0.0007848236,0.0016083299,0.0033023707
-36.9839996,-20.0399996,-2.44799994,-0.0954480118,172.156792,0.915347894,-0.1072602356,-0.0306457816,9.844957,8.89218294737E-005,-0.0008124365,0.0004920124
-36.649999,-20.42,-2.23999995,-0.0880663826,172.182482,0.91012428,-0.0893835293,-0.0255381513,9.844957,-0.000147825,0.0015462631,-0.0002386876
-36.9719994,-20.6279996,-2.352,-0.072643058,172.201038,0.904008354,-0.0995987896,-0.038307227,9.8449572,0.0020597647,0.0015056523,0.0016719378
-36.9719996,-20.6159996,-2.484,-0.060270138,172.216738,0.890344034,-0.1053448735,-0.0287304203,9.83538025,0.0008166002,0.0014913631,0.0019684396
-36.8599996667,-20.6399998333,-2.20999995,-0.0548250246,172.239038,0.877256914,-0.11492168,-0.0255381513,9.832188,-0.0001811464,0.0017628587,0.002687903
-37.344,-20.3159998,-2.844,-0.0561758656,172.26827,0.873625378,-0.0919373444,-0.038307227,9.8449572,-0.0010530177,0.0004855951,0.0062198148
-37.2,-20.145,-3.10499995,-0.0695735005,172.286186667,0.8581395333,-0.11492168,-0.038307227,9.844957,-0.0021970018,0.0040230603,0.0051313641
-37.0799996,-20.076,-3.36,-0.0679087863,172.279225,0.849250465,-0.11492168,-0.0191536135,9.844957,-0.0007884183,0.0009004609,0.0025154237
-37.284,-20.0399998,-2.68799994,-0.0577641917,172.255821667,0.869918175,-0.11492168,-0.0191536135,9.844957,-0.0001264901,0.0025344779,0.0027007635
-37.7039984,-20.1479998,-2.91599996,-0.0556979314,172.245164,0.89028225,-0.11492168,-0.0191536135,9.844957,-0.0007541961,0.0024609904,0.0044797745
-37.399999,-20.35,-3.0899999333,-0.0561739812,172.226105,0.9030735367,-0.095768067,-0.0191536135,9.8258035,0.0001307164,0.0020843669,0.0050156214
-37.3439996,-20.2439998,-2.89199994,-0.04654062,172.208028,0.92175168,-0.1149216808,-0.038307227,9.8372956,-0.0014768238,0.0010555411,0.0028293666
-37.1999996,-20.1719998,-3.01199996,-0.0371735742,172.191058,0.93858758,-0.1021526047,-0.038307227,9.832188,-0.000017177,0.0018979017,-0.0017103325
-37.08,-20.1239994,-3.04799992,-0.0288849944,172.168422,0.957589328,-0.11492168,-0.038307227,9.844957,0.0007351517,0.0012741765,0.0003055222
-37.0919996,-20.2919996,-3.11999996,-0.0331779118,172.137671667,0.975520245,-0.076614454,-0.0191536135,9.844957,0.0012849305,0.001090917,0.000610955
-37.6319996,-20.3159996,-2.55599996,-0.0359999364,172.119926,0.999564662,-0.11492168,-0.038307227,9.8258035,-0.0005219446,-0.0006452263,0.0007524185
-37.6319996,-20.46,-2.46,-0.0379966115,172.111671667,1.0229998333,-0.095768067,-0.038307227,9.844957,-0.0001333393,0.0009315607,-0.0002708158
-36.0839996,-20.544,-1.42799994,-0.0397944304,172.119246,1.03660002,-0.0893835293,-0.038307227,9.844957,0.0015357067,-0.0012239408,-0.0014338361
-35.4359986,-20.352,-0.91199998,-0.058176193,172.16676,1.0345267833,-0.11492168,-0.0191536135,9.8258035,-0.0008697579,0.0012575164,0.0002000093
-36.0119992,-20.2199996,-1.78799998,-0.070359184,172.213764,1.03718502,-0.11492168,-0.038307227,9.8258035,-0.0007148494,-0.0009024328,0.0013311329
-36.9199996667,-20.3699998333,-2.54,-0.0930726013,172.229841667,1.0385631667,-0.076614454,-0.038307227,9.844957,-0.0002033594,0.0012575165,-0.0003553228
-37.524,-20.3999998,-2.99999994,-0.1104923683,172.233261667,1.0362256667,-0.076614454,-0.038307227,9.844957,-0.0007396514,0.0002706161,-0.0002558952
-37.965,-20.21999975,-2.654999975,-0.113837863,172.22459,1.03629116,-0.0995987896,-0.038307227,9.8219728,0.0018668604,0.0001167613,-0.0003117842
-37.296,-20.472,-2.316,-0.12652311,172.227572,1.02027852,-0.0995987896,-0.0306457816,9.8449572,2.11385832632E-006,0.0010169837,0.0013600577
-36.504,-20.2919998,-1.74,-0.131114617,172.242348,1.01697348,-0.122583126,-0.038307227,9.8372956,0.0012238443,0.0008465845,0.0017105013
-36.684,-19.8239998,-2.17199998,-0.141280634,172.25995,1.0098495,-0.0861912605,-0.0287304203,9.84495725,0.0028049073,-0.0004506057,-0.0001831809
-36.887999,-19.8959998,-2.97599988,-0.1408866183,172.25516,1.0167981167,-0.1149216816,-0.038307227,9.8372958,0.0008166008,-0.0033800211,0.0016785035
-36.984,-20.3759998,-2.56799996,-0.159299858,172.252454,1.01268244,-0.1149216822,-0.0229843362,9.8219732,-0.0014028762,-0.0018412224,-0.0010994788
-37.215,-20.445,-3.014999975,-0.172963884,172.256726,0.990897938,-0.084275899,-0.0306457816,9.8296346,0.0005165267,0.0005025709,0.0023245811
-37.344,-20.0999998,-3.03599994,-0.1776439917,172.236318333,0.9620589017,-0.153228908,-0.038307227,9.8449572,0.0017791764,-0.0005584054,-0.0026821752
-37.44,-20.0039994,-2.75999998,-0.187724705,172.21798,0.9403046475,-0.0689530086,-0.0306457816,9.867942,0.00211978,-0.0018208605,0.0003869601
-37.308,-20.2079998,-3.024,-0.1968770883,172.203915,0.922689395,-0.1225831254,-0.038307227,9.821973,0.0002908869,-0.0009471354,0.0023824522
-37.296,-20.1959996,-2.93999994,-0.211680198,172.188054,0.91246932,-0.1053448725,-0.0287304203,9.8258035,-0.0014318099,-0.000960276,-0.0029192184
-36.8999994,-20.1119996,-2.62799996,-0.224324834,172.177522,0.896032262,-0.0766144536,-0.0306457816,9.8372958,-0.0018304798,0.0015185508,-0.0003664446
-35.82,-20.376,-2.03999998,-0.2511390783,172.182511667,0.874745275,-0.145567462,-0.038307227,9.8449572,-0.0002422302,0.00041344,-0.001121696
-35.4359994,-20.2199994,-1.42799996,-0.274908838,172.193778,0.849171144,-0.1053448728,-0.038307227,9.83538025,-0.0023320324,0.0032836297,-0.0006043603
-36.0479996,-20.3399998,-1.14,-0.293723728,172.224862,0.81999372,-0.0861912603,-0.0191536135,9.854534,-0.0005315874,0.0030264233,-0.0043338535
-36.8879996,-20.7839998,-2.05199988,-0.307268474,172.258384,0.812143448,-0.1379060168,-0.038307227,9.8372958,-0.0011103018,0.000004248,0.0016461957
-37.1399996,-20.8319998,-2.81999992,-0.3370736233,172.262673333,0.8226916867,-0.0766144544,-0.0306457816,9.8143116,0.000047127,0.0023191056,-0.0011187734
-36.5639996,-20.3159998,-2.56799998,-0.357779926,172.25803,0.820763376,-0.1225831256,-0.038307227,9.8219728,-0.0025402471,0.0033540554,-0.0026528258
-36.504,-20.4239998,-2.71199996,-0.37951813,172.261308,0.822883706,-0.1149216816,-0.0076614454,9.8143115,0.0002328872,0.0005615287,8.152275E-005
-37.0319992,-20.6759998,-2.98799996,-0.37727549,172.24186,0.8329153017,-0.091937345,-0.0459686724,9.8449575,-0.0007244922,0.0024477091,-0.0057484901
-37.104,-19.9199998,-3.27599996,-0.352446048,172.222008,0.840988834,-0.1225831256,-0.0229843362,9.8143118,-0.001036355,0.0013352913,-0.0183869712
-36.9359992,-19.9559996,-3.03599992,-0.369751294,172.19787,0.843147168,-0.0919373452,-0.0229843362,9.8143118,-0.002006952,0.0032764852,0.0006245158
-36.8279984,-19.9919994,-2.21999992,-0.396017038,172.19651,0.843353322,-0.1149216788,-0.038307227,9.837296,-0.0017533179,0.0012259784,0.0032537358
-36.0479996,-20.208,-2.13599996,-0.4213089033,172.205058333,0.8511260367,-0.1072602344,-0.038307227,9.8526188,-0.000271319,0.002597746,-0.0031764246
-35.208,-20.7239998,-1.34399996,-0.4309491375,172.2135425,0.8570592175,-0.0919373436,-0.0306457814,9.8526188,0.0015903656,0.0001288324,-0.0040163639
-34.8719996,-20.6519998,-1.12799996,-0.448960315,172.242271667,0.8761362267,-0.1379060168,-0.0459686722,9.844957,-0.0005040296,-0.0008347349,-0.0001511871
-35.2439994,-20.148,-1.428,-0.460571362,172.27532,0.90128699,-0.0995987902,-3.99999999789E-010,9.8449572,-0.0017083087,0.0004800806,-0.0028935025
-36.525,-20.0249995,-2.489999875,-0.466951686,172.293562,0.9168063,-0.1225831246,-0.0229843362,9.8526186,-0.0005476655,0.0028624551,-0.0025044794
-37.008,-20.448,-3.16799996,-0.475477548,172.277716,0.931062656,-0.124498486,-0.0478840333,9.844957,-0.0002132971,0.0015732081,-0.0016717738
-36.7799988,-20.532,-2.86799992,-0.4850946583,172.261266667,0.9464853333,-0.0842758994,-0.0383072268,9.844957,-0.0016472229,0.0045728779,6.11546529825E-005
