MagZ,MagY,MagX,OrientZ,OrientX,OrientY,AccY,AccX,AccZ,GyroZ,GyroX,GyroY
-36.504,-20.4959994,-2.18399998,-0.511516064,173.192386,0.5335224,-0.1021526047,-0.038307227,9.832188,0.000976283,-0.0018380151,0.0018808441
-37.236,-20.3159998,-2.74799994,-0.51555959,173.179934,0.530331554,-0.134075295,-0.038307227,9.844957,0.0020586933,0.0008805137,3.39591216667E-005
-37.2719992,-19.8359996,-2.97599994,-0.50700809,173.141553333,0.513714595,-0.0893835293,-0.0510763027,9.844957,0.0012849307,0.0020072208,-0.0010384487
-36.9119992,-20.772,-2.79599992,-0.5081452417,173.109375,0.5195754067,-0.095768067,-0.038307227,9.844957,-0.000181146,-0.0017277837,0.0014980964
-37.3799996,-20.7,-2.63999994,-0.525056346,173.100356,0.53830454,-0.095768067,-0.038307227,9.844957,-0.00114567,0.000091033,0.0039384953
-37.824,-20.016,-2.89199986,-0.5276259517,173.080148333,0.5507371833,-0.076614454,-0.0574608405,9.844957,0.0009295182,-0.0002918539,-0.0005830766
-37.1759992,-20.0639998,-2.83199994,-0.536340212,173.04881,0.572218948,-0.076614454,-0.0574608405,9.844957,0.0011627576,-0.0020855762,0.0033597809
-37.2359996,-20.1239998,-2.83199994,-0.543884726,173.02065,0.584740192,-0.095768067,-0.038307227,9.844957,0.0004738373,0.0003375248,0.0002375821
-37.6919992,-20.1119996,-2.57999996,-0.5459007917,173.001418333,0.5995161383,-0.095768067,-0.0574608405,9.844957,-0.0011207151,-0.0025422661,0.00295254
-37.188,-20.1599996,-2.83199998,-0.54964832,172.981454,0.618016766,-0.11492168,-0.038307227,9.8258035,0.0004908056,-0.001902312,6.1111349E-005
-37.3919996,-20.196,-2.92799996,-0.543051392,172.95346,0.629851718,-0.095768067,-0.038307227,9.8258035,0.0009216263,-0.0014522007,0.0007877195
-37.7999995,-20.4,-3.37499995,-0.5410109167,172.91066,0.6429723767,-0.11492168,-0.038307227,9.844957,2.14038842105E-005,-0.0024167248,0.0023952596
-37.2359996,-20.1239996,-2.81999998,-0.548430462,172.86941,0.65304532,-0.1053448735,-0.038307227,9.83538025,-0.0004865788,0.0001746298,0.0029932646
-37.29,-20.02499975,-2.519999975,-0.522791342,172.858736,0.654796294,-0.095768067,-0.038307227,9.8258035,0.0005358167,-0.0014522008,0.0002733066
-37.152,-20.436,-2.61599996,-0.490972422,172.837376,0.657039484,-0.1021526047,-0.0638453783,9.844957,0.001590363,-0.0025131772,-0.0001832347
-37.296,-20.0999998,-2.688,-0.4584872,172.819662,0.664525914,-0.1053448735,-0.0478840338,9.83538025,0.0013074359,-0.0017094071,0.0016236404
-37.2359996,-19.944,-2.96399998,-0.436875565,172.801813333,0.6660679167,-0.1053448735,-0.0574608405,9.83538025,-0.0006420719,-0.0004029155,0.0009163227
-36.396,-20.0999998,-2.02799992,-0.407464186,172.785592,0.67098207,-0.11492168,-0.038307227,9.8449573333,-0.0011520974,-0.0007448816,0.0019162132
-35.832,-20.124,-0.875999968,-0.397915484,172.815012,0.67245416,-0.095768067,-0.038307227,9.844957,-0.0018594129,0.001762882,0.0035494742
-35.976,-20.3519998,-1.031999984,-0.38024256,172.875262,0.671478034,-0.076614454,-0.038307227,9.80665,-0.0002625897,0.0027131168,-0.001398177
-36.444,-20.3279998,-2.424,-0.3490659586,172.917481429,0.6719996457,-0.11492168,-0.038307227,9.832188,-0.0016525294,0.0011254574,0.0009242913
-37.0199995,-20.17499975,-2.714999975,-0.324145048,172.90233,0.67852652,-0.0893835293,-0.038307227,9.832188,0.0002804016,0.0003375298,0.0008416624
-36.7999991667,-20.2899998333,-2.3599999833,-0.30934762,172.898064,0.683674072,-0.1053448735,-0.0478840338,9.83538025,-0.0012163968,0.000605453,-0.000951638
-37.428,-20.4,-2.79599996,-0.30600734,172.90974,0.68032134,-0.095768067,-0.038307227,9.84495725,-0.0018594129,0.0015699771,0.0037423788
-37.4759992,-20.388,-2.77199994,-0.311863024,172.905874,0.681122852,-0.0995987896,-0.038307227,9.8219728,-0.0011520953,0.000155342,0.0001414892
-37.164,-20.3399996,-3.02399996,-0.32213663,172.903701667,0.6890209967,-0.1072602348,-0.038307227,9.8526188,-0.0018624749,-0.0021931975,0.00097741
-36.1349995,-20.475,-1.845,-0.318556876,172.908416,0.701023678,-0.1072602348,-0.038307227,9.8296344,0.0006740703,0.0012741899,-0.0003664935
-36.551999,-20.3399998,-1.85999998,-0.315402634,172.943458,0.68979996,-0.11492168,-0.0510763027,9.8577263333,-0.0001875704,0.0014735132,-0.0013052992
-37.0199984,-20.016,-3.08399992,-0.32053009,172.961472,0.68450701,-0.11492168,-0.038307227,9.8258035,-0.0003304621,-0.0007688372,-0.0013099451
-37.0679996,-20.0639996,-3.07199996,-0.319081574,172.953568,0.679584954,-0.095768067,-0.038307227,9.844957,0.001162764,-0.000436255,-0.0036040834
-37.392,-20.0759994,-3.096,-0.317841752,172.94284,0.681030528,-0.095768067,-0.038307227,9.844957,0.0023554057,-0.0012827397,-0.0026092461
-37.0949995,-20.355,-3.2099999,-0.319907722,172.91777,0.683871958,-0.1021526047,-0.0510763027,9.844957,0.0012238506,-0.0009860337,-0.001771488
-37.3679992,-20.532,-3.13199992,-0.32627184,172.908464,0.679326546,-0.095768067,-0.0574608405,9.8449575,0.0022487468,-0.0006330894,-0.0002918366
-37.656,-19.9439994,-2.97599994,-0.3284170117,172.890651667,0.685792935,-0.11492168,-0.038307227,9.844957,0.0016514563,-0.0033073216,-0.0024434397
-37.44,-20.0279998,-3.04799994,-0.323223722,172.866102,0.702363126,-0.11492168,-0.038307227,9.844957,0.0026095502,-0.000915302,-0.0002025288
-37.2,-19.9319996,-3.23999996,-0.3208435,172.845852,0.707206488,-0.1021526047,-0.038307227,9.8577263333,0.0022237407,-0.0011725083,-0.0021958785
-37.1639996,-19.9079998,-3.29999996,-0.316238754,172.820942,0.711747342,-0.1021526047,-0.038307227,9.8577263333,0.0004232956,-7.93811897368E-005,-0.0029031962
-37.2239996,-20.0519998,-3.20399996,-0.307453918,172.802358,0.708741324,-0.1021526047,-0.038307227,9.8577263333,0.0008862675,-0.000130822,-0.0003954303
-37.7399996,-20.2799998,-3.27599996,-0.305911396,172.782138,0.709591114,-0.1053448735,-0.0478840338,9.83538025,0.0003815005,0.0004736133,-0.0025334542
-37.932,-20.3519996,-3.65999996,-0.2943000933,172.74971,0.7153028833,-0.11492168,-0.038307227,9.844957,-0.0008197704,-0.0006750471,-0.0018992068
-38.04,-20.1719998,-3.22799996,-0.284934398,172.718958,0.720180278,-0.11492168,-0.038307227,9.844957,0.0016675326,-0.0011339268,-0.0031121688
-37.5479996,-20.16,-2.81999996,-0.2702695217,172.691031667,0.7287255517,-0.11492168,-0.038307227,9.8258035,0.0018458234,-0.0011748459,-0.0036762693
-37.1399996,-19.8,-2.97599992,-0.256130796,172.685228,0.732938612,-0.0893835293,-0.038307227,9.844957,-0.0012196095,-0.0008027734,-0.00195474
-36.96,-20.0399998,-3.47999996,-0.238941104,172.647274,0.72816648,-0.0893835293,-0.038307227,9.844957,-0.0009688332,0.0004093118,-0.0006687078
-37.1879996,-20.0759996,-2.95199988,-0.22468312,172.59901,0.7231734117,-0.11492168,-0.038307227,9.8258035,0.0017902902,-0.0016746447,-0.0020658063
-37.1159992,-19.8839996,-2.89199996,-0.212391286,172.561258,0.720061918,-0.095768067,-0.038307227,9.844957,0.0016675326,-0.0008124187,-0.0011188189
-36.9959996,-19.8959996,-2.90399994,-0.18575884,172.51812,0.7168008867,-0.1053448735,-0.038307227,9.8258035,0.0004019601,-0.0005084474,-0.0047869332
-36.675,-20.33999975,-2.159999975,-0.157472482,172.495122,0.70584795,-0.11492168,-0.038307227,9.8258035,0.0019059821,-0.0010878371,4.07521622222E-005
-36.2399992,-20.736,-1.54799998,-0.134889578,172.492786,0.703329378,-0.1072602348,-0.038307227,9.8296342,-0.000277594,-0.002400659,0.0010802942
-36.0599992,-20.208,-1.2479999,-0.1148920916,172.520724,0.691808678,-0.1072602348,-0.038307227,9.8296344,-0.0007920069,-0.001719062,-0.0006719244
-35.712,-20.652,-1.41599994,-0.0986509323,172.550948333,0.6875994767,-0.11492168,-0.038307227,9.832188,-0.0009083622,-0.0034876623,0.0022224132
-36.5519994,-20.616,-2.48399992,-0.077368732,172.562964,0.68434496,-0.1072602348,-0.038307227,9.8219728,-0.0014028722,-0.0017801484,0.0009163252
-36.974999,-20.4,-3.059999925,-0.0630443656,172.550866,0.678685276,-0.1053448735,-0.038307227,9.8258035,-0.0009277548,-0.0013253934,0.0015339777
-36.8599986667,-20.3799998333,-3.1699999667,-0.0689810543,172.53327,0.6637621333,-0.11492168,-0.038307227,9.8449573333,-0.0005143409,-0.0024854202,0.0001888401
-36.6479994,-20.592,-2.62799996,-0.0703085748,172.514734,0.654284536,-0.11492168,-0.038307227,9.844957,4.39138968421E-005,-0.0017576429,0.0019162151
-36.9239996,-20.6399998,-2.57999998,-0.0786068848,172.516648,0.640230068,-0.11492168,-0.038307227,9.8258035,-0.0018101157,-0.0009181498,0.0011267342
-36.948,-19.9799998,-2.66399996,-0.0976033683,172.524465,0.6210163633,-0.095768067,-0.038307227,9.844957,-0.0027118692,-0.0004042471,0.0057130718
-37.2479996,-19.6679996,-2.75999996,-0.1081098725,172.5230325,0.6096037675,-0.11492168,-0.038307227,9.864111,-0.0004254882,-0.0010929259,-0.000183228
-37.6199995,-20.12999975,-2.879999875,-0.1070107877,172.515995,0.6018137383,-0.11492168,-0.038307227,9.864111,-0.0006751463,0.0007748604,-0.0008790817
-37.356,-20.604,-3.31199996,-0.1143558128,172.498892,0.586088916,-0.095768067,-0.038307227,9.844957,0.0005590828,0.001302923,0.0006144917
-37.1999995,-20.115,-2.99999995,-0.120368546,172.469836,0.57695974,-0.095768067,-0.038307227,9.844957,0.0007351557,0.0014574361,0.0007330714
-36.92999825,-20.09999975,-2.729999975,-0.1270963067,172.456275,0.56157733,-0.095768067,-0.038307227,9.844957,-0.0004254883,0.0011520035,0.000794158
-37.2299995,-20.2049995,-3.21,-0.139066994,172.444606,0.54735807,-0.095768067,-0.038307227,9.844957,-0.0006891249,0.0015828241,0.0019194361
-37.23,-20.205,-3.03,-0.126005914,172.42366,0.551705884,-0.11492168,-0.038307227,9.883265,-0.0003614929,0.0005295027,-0.0004566614
-37.4879996,-19.956,-2.99999994,-0.106492442,172.409708,0.55890675,-0.11492168,-0.038307227,9.844957,-0.0005605216,0.0019686337,-0.000845533
-37.428,-19.6439996,-3.41999996,-0.0914598828,172.398972,0.566593154,-0.11492168,-0.038307227,9.844957,-0.0024895698,0.0010684113,0.0012121186
-37.2239996,-20.2439996,-3.252,-0.085738014,172.376206,0.569434898,-0.11492168,-0.038307227,9.80665,-0.0003033152,0.0017757291,0.0008906102
-36.9839992,-20.3399998,-2.93999994,-0.0776062727,172.364678333,0.5810351267,-0.11492168,-0.038307227,9.832188,-0.0002916791,6.4081127619E-005,4.36704428571E-005
-37.056,-20.2079996,-2.99999992,-0.072140247,172.35813,0.594560924,-0.0893835303,-0.063845378,9.8194193333,0.0014817699,0.0008058456,-0.0028438772
-37.1159992,-19.8239996,-3.11999992,-0.055857467,172.349,0.602929338,-0.1225831254,-0.0459686714,9.8449574,-0.0002293673,0.0025312721,-0.0022151505
-36.7679984,-19.836,-3.10799988,-0.047887014,172.344598,0.598626582,-0.0670376475,-0.0478840343,9.8353805,-0.0001007641,0.0035600978,0.0028003745
-37.056,-20.0519996,-3.40799996,-0.046585167,172.332568,0.592252858,-0.160890352,-0.0842758976,9.8219728,0.0022140937,0.0041388122,0.0006784218
-37.1849995,-20.385,-3.51,-0.0375987495,172.303241667,0.5910421917,-0.0459686722,-0.022984336,9.8449572,0.0015292817,0.0010909161,-0.0025045075
-37.1099995,-20.09999975,-3.5399999,-0.0217123308,172.273344,0.60081604,-0.1762132448,-0.0459686724,9.8296342,0.002985713,0.0009237319,0.0004212156
-37.23,-19.84499975,-3.26999985,-0.020055919,172.24306,0.612191668,-0.0306457816,-0.0153228906,9.8372956,0.0021626522,0.0002099856,0.0004340757
-37.272,-20.0999998,-2.9519999,-0.0169143844,172.226472,0.62197708,-0.1838746888,-0.038307227,9.8219728,0.0002721847,0.0021358215,0.0015657841
-37.4759996,-20.3759998,-2.8679999,0.0006893173,172.210525,0.6195301683,-0.0766144538,-0.0536301178,9.8372956,0.0005907699,0.0020072182,-0.0003164991
-36.8039996,-20.532,-2.55599996,0.0126283867,172.212202,0.628259124,-0.1302445728,-0.0536301176,9.8372956,-0.001078149,0.0020715198,0.0029161177
-35.609999,-20.77499975,-2.16,0.0178872206,172.220674,0.63610712,-0.114921681,-0.038307227,9.844957,0.000246464,-0.000008637,0.0006109053
-34.6349995,-20.9399995,-0.89999996,0.0235110734,172.258286,0.651258516,-0.1225831256,-0.0459686724,9.8372956,0.0004650895,0.0003353766,0.0025946098
-33.815999,-21.432,0.263999984,0.0317902344,172.326074,0.655131258,-0.095768067,-0.0287304203,9.83538025,-0.0003065297,0.0018786151,0.0029161177
-34.4639996,-21.5639994,0.299999984,0.0514387428,172.44069,0.6596347167,-0.0919373448,-0.0536301178,9.844957,-0.0013476033,0.0002037114,0.0009105201
-35.2079992,-21.3839994,-1.499999954,0.0795090648,172.527952,0.664568038,-0.11492168,-0.0127690757,9.844957,0.0015582168,0.0021358214,-4.17559094737E-005
-36.0839996,-21.2879998,-2.14799994,0.106259337,172.549178,0.660501874,-0.1149216808,-0.0459686724,9.8372956,0.001365312,0.0017500117,0.0007941649
-36.36,-21.3719998,-1.96799998,0.133881898,172.574112,0.664820162,-0.1072602348,-0.038307227,9.8526186,-0.0002261531,-0.0001629621,0.0002636794
-36.9479996,-21.0479998,-2.748,0.16324313,172.612172,0.6690692,-0.095768067,-0.0191536133,9.844957,0.0023909211,0.0025827127,-0.000141413
-37.4519996,-20.7359992,-3.28799992,0.196256582,172.61884,0.67683044,-0.1053448735,-0.0287304203,9.854534,0.0011569427,0.0013701682,0.001175239
-37.4879996,-20.616,-3.52799996,0.210070606,172.608222,0.684125098,-0.1149216816,-0.0383072268,9.8602802,0.0014906986,0.0030328241,0.0042953977
-37.4879992,-20.1719998,-3.504,0.220550976,172.599706,0.683360602,-0.1053448745,-0.0191536135,9.844957,0.0036769533,0.0028399192,0.0001157935
-37.2839996,-20.34,-3.22799996,0.249317752,172.573724,0.686963874,-0.1436521,-0.038307227,9.844957,0.0039984611,0.0017467918,0.0001157935
-37.7639996,-20.532,-2.97599994,0.252758525,172.574561667,0.682850205,-0.0842758998,-0.0229843362,9.8602802,0.0029953562,0.0035954631,0.0004276563
-37.4759996,-20.568,-3.17999988,0.2343209067,172.592108333,0.6599838767,-0.0995987904,-0.038307227,9.8526186,0.0031349825,0.0028827869,0.0004771073
-37.3499995,-20.55,-2.999999875,0.219797185,172.604385,0.65345376,-0.134075295,-0.0478840338,9.844957,0.0016155193,0.0017808338,0.0007474623
-37.0199985,-20.3699995,-2.594999975,0.200829242,172.635236,0.640813312,-0.1021526047,-0.038307227,9.844957,0.0016514526,0.0022515594,0.0011606945
-37.128,-20.4959998,-2.85599994,0.1757732183,172.664918333,0.6316604267,-0.095768067,-0.038307227,9.844957,0.0017387194,0.0017541408,0.0017802846
-37.284,-20.1959998,-3.29999996,0.145995166,172.681428,0.61942814,-0.1021526047,-0.038307227,9.844957,0.0021265718,0.0005886489,-0.004384613
-37.344,-20.0279994,-3.20399996,0.121275726,172.684191667,0.6051452833,-0.095768067,-0.038307227,9.844957,0.001834714,0.0003578777,-0.0050090529
-37.5999993333,-20.0499998333,-3.03999995,0.1000646983,172.702163333,0.5874199817,-0.11492168,-0.038307227,9.864111,0.0005963236,2.46522772727E-006,-0.0046314271
-37.1879996,-20.0039998,-2.556,0.068655933,172.729541667,0.5764040633,-0.095768067,-0.0574608405,9.844957,0.0009295228,0.0004467308,-0.0047424935
-36.899999,-20.19,-2.48999995,0.050830553,172.7559675,0.5647326975,-0.11492168,-0.038307227,9.844957,0.0020586979,-0.0002937118,-0.0038416217
