MagZ,MagY,MagX,Light,OrientZ,OrientX,OrientY,AccY,AccX,AccZ,GyroZ,GyroX,GyroY
NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.6,-14.46,16.92,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.78,-15.12,15.24,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.18,-15.54,14.5199995,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.3,-15.54,15.299999,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.36,-16.08,14.34,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.6,-16.14,14.099999,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.66,-17.1,13.08,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-39.18,-10.44,11.16,NO-DATA,3.910314,258.59097,-12.973117,2.183512,0.45968673,9.423578,-0.66889745,0.021991148,-0.237015715,
-39.18,-10.2,10.92,NO-DATA,3.9189548,259.32364,-12.777206,2.183512,0.45968673,9.423578,-0.77783508,-0.500095,-0.15271631,
-39.18,-10.2,10.92,NO-DATA,3.9189548,259.32364,-12.777206,2.183512,0.45968673,9.423578,-0.8894198,-0.89308495,-0.19547688,
-39.3,-10.0199995,10.86,NO-DATA,3.9229598,260.43893,-11.848908,1.2258313,0.7278373,8.963891,-0.9101892,-1.1643091,-0.28344148,
-39.48,-9.84,10.5,NO-DATA,4.090115,261.51688,-10.467284,1.3790601,0.842759,9.500193,-0.780685806667,-1.14557593333,-0.333532426667,
-39.84,-9.36,10.44,NO-DATA,4.364224,262.3452,-9.332961,1.4556746,0.6895301,10.0748005,-0.682540096667,-0.731409346667,-0.268373456667,
-40.02,-8.7,10.32,NO-DATA,4.411092,263.07156,-8.753411,1.2641385,0.842759,9.883265,-0.6695083,-0.37934733,-0.02626720475,
-40.02,-8.28,10.38,NO-DATA,4.3789577,263.5927,-8.468703,1.2641385,0.842759,9.883265,-0.638150586667,-0.372220546667,-0.150272848,
-40.02,-8.28,10.38,NO-DATA,4.3789577,263.5927,-8.468703,1.2641385,0.842759,9.883265,-0.6450737,-0.48624873,-0.31520647,
-40.2,-7.74,10.32,NO-DATA,4.6585546,264.34283,-7.928274,1.9919758,1.3790601,10.457873,-0.71837753,-0.653625825,-0.423940475,
-40.5,-6.96,10.32,NO-DATA,5.077003,265.37198,-7.077158,1.2258313,1.1109096,10.649409,-0.96028019,-0.888198076667,-0.459370666667,
-40.739998,-6.2999997,10.38,NO-DATA,5.5015664,266.57776,-6.1893964,1.340753,1.3024458,9.998186,-0.988787216667,-0.568511943333,-0.363261206667,
-40.739998,-5.3399997,10.38,NO-DATA,5.506284,267.50943,-6.175608,1.3790601,0.8810662,9.308656,-0.7004588,0.437379516667,0.203621746667,
-40.8,-4.92,10.44,NO-DATA,5.231592,268.01538,-6.9669023,1.8004397,0.61291564,8.887277,-0.629598423333,1.30602986667,0.132761383333,
-40.8,-4.56,10.38,NO-DATA,5.0345087,268.86154,-8.7513075,1.1492168,1.0342951,8.963891,-0.64751715,1.53327175,-0.096516705,
-40.739998,-4.5,10.2,NO-DATA,5.147569,269.84232,-10.528732,1.1492168,1.0342951,8.963891,-0.577064053333,1.32435583333,-0.244346096667,
-40.739998,-4.5,10.2,NO-DATA,5.147569,269.84232,-10.528732,1.1492168,1.0342951,8.963891,-0.577064053333,1.32435583333,-0.244346096667,
-40.739998,-4.56,10.0199995,NO-DATA,5.204803,270.7202,-12.003194,0.9576807,2.030283,11.109096,-0.320500633333,1.23557673333,0.0598647923333,
-40.559998,-5.16,9.719999,NO-DATA,4.8911176,270.8809,-13.41151,1.1109096,2.0685902,10.534488,0.0578285776667,1.14679766667,0.378736443333,
-40.32,-5.8199997,9.84,NO-DATA,4.593173,270.7491,-14.325027,2.6048915,0.11492168,8.42759,0.20362175,0.91589065,0.277332816667,
-40.379997,-6.3599997,9.719999,NO-DATA,4.52068,270.7542,-15.224194,2.681506,0.7661445,8.465898,-0.166155351,0.60353488,-0.414166653333,
-40.32,-7.2,9.54,NO-DATA,5.139738,271.31277,-15.9123535,2.4899697,1.340753,8.121132,-0.747699046667,0.368555363333,-1.21562183333,
-40.379997,-7.8599997,9.36,NO-DATA,6.462512,272.8314,-16.399258,2.336741,1.0726024,8.350976,-1.2571607,0.0421497025,-1.83748265,
-40.2,-8.5199995,9.0,NO-DATA,8.386049,275.32294,-16.473877,2.336741,0.7661445,9.768343,-1.5544484,-0.49154289,-2.33146906667,
-40.2,-8.5199995,9.0,NO-DATA,10.043427,277.32074,-16.087936,3.3327289,-0.49799395,10.189722,-1.2916135,-1.163331786,-2.2983193,
-40.379997,-8.4,8.28,NO-DATA,12.159688,279.41833,-14.860575,3.5242648,0.9959879,9.80665,-0.54916785,-1.6206255,-1.9419406,
-40.68,-7.7999997,7.5,NO-DATA,14.320504,280.4385,-13.178663,2.719813,2.7964275,9.232041,0.658919966667,-1.32231963333,-1.87291276667,
-40.92,-7.2,6.2999997,NO-DATA,16.802856,279.76303,-11.525246,3.371036,2.4516625,10.534488,1.61838566667,-0.951320816667,-1.89612573333,
-41.219997,-6.54,5.04,NO-DATA,19.283678,278.1342,-10.006921,3.5625722,2.0685902,9.500193,1.45630275,-0.36285396,-1.32863185,
-41.399998,-5.8799996,3.6599998,NO-DATA,20.480759,277.2174,-9.60622,3.5625722,2.0685902,9.500193,0.237015716667,0.573806096667,-0.736703496667,
-41.399998,-5.8799996,3.6599998,NO-DATA,20.480759,277.2174,-9.60622,3.5625722,2.0685902,9.500193,-0.43127087,0.84665924,-0.5766568,
-41.46,-5.4,2.52,NO-DATA,21.251326,277.47568,-10.538805,0.6512229,3.4093432,9.80665,-0.778853165,0.8625417,-0.47219883,
-41.64,-5.22,1.4399999,NO-DATA,21.627037,278.59103,-12.006894,0.6895301,2.9879637,9.80665,-0.880460433333,1.00466968667,-0.50009501,
-41.7,-5.22,0.06,NO-DATA,22.111797,279.91595,-13.732402,0.11492168,3.6774938,10.266336,-0.948877333333,1.1561643,-0.845030256667,
-41.7,-5.58,-0.53999996,NO-DATA,22.807392,281.46634,-15.623323,0.4213795,4.060566,10.266336,-1.0824532,1.10872045,-0.81855943,
-41.7,-6.06,-1.5,NO-DATA,23.14428,282.87268,-17.040691,0.4213795,4.060566,10.266336,-1.4163929,1.12073413333,-0.45407648,
-41.7,-6.06,-1.5,NO-DATA,23.015526,284.65283,-19.234312,0.4213795,4.060566,10.266336,-1.0406089375,1.536631525,-0.09712757075,
-41.7,-6.06,-1.5,NO-DATA,23.015526,284.65283,-19.234312,2.528277,3.4859576,8.389283,-1.0406089375,1.536631525,-0.09712757075,
-41.219997,-8.16,-2.1599998,NO-DATA,22.743563,285.9865,-21.657722,0.9576807,3.7541082,8.197746,-1.6159422,1.7153096,-0.291993586667,
-40.92,-9.599999,-2.46,NO-DATA,22.235712,288.4031,-24.801838,3.4476504,1.685518,6.895301,-2.31069956667,2.1775309,-0.565253983333,
-40.44,-10.92,-2.46,NO-DATA,21.887558,291.42352,-28.5176,4.3287168,2.834735,8.274361,-1.61960736667,1.82282186667,-1.52675586667,
-39.96,-12.059999,-2.52,NO-DATA,22.452911,293.47055,-30.862864,4.3287168,2.834735,8.274361,-1.0739011,1.56137155,-1.3445144,
-39.96,-12.059999,-2.52,1280.0,22.452911,293.47055,-30.862864,4.3287168,2.834735,8.274361,-0.9071349,1.4288138,-0.967610535,
-39.42,-13.38,-2.28,1280.0,22.452911,293.47055,-30.862864,5.133168,2.873042,6.703765,-0.702495035,1.15514615,-0.64201939,
-38.879997,-14.7,-2.7,1280.0,23.251398,296.6228,-35.190136,5.094861,2.7581203,5.439626,-0.274889353333,0.627562236667,-0.412130426667,
-38.399998,-15.839999,-2.76,1280.0,23.57498,297.17108,-36.03296,4.7500963,3.715801,5.93762,-0.123394779,0.366111896667,-0.673987986667,
-37.8,-16.859999,-3.0,1280.0,24.14746,298.03897,-36.796883,4.711789,4.2521024,6.6654577,-0.608829026667,0.363261206667,-0.90204435,
-37.5,-17.76,-3.36,1280.0,24.42608,299.10596,-37.545322,8.121132,3.9073372,7.0485296,-1.38544236667,0.0916297886667,-0.590910313333,
-37.14,-18.119999,-3.3,1280.0,24.001684,300.99854,-38.40297,5.9759274,2.3750482,7.2783732,-1.17652645,-0.425976703333,-0.401542086667,
-37.079998,-18.48,-3.6,1280.0,23.531101,302.5304,-38.521343,5.209783,2.4516625,7.3166804,-0.355523575,-0.31703906,-0.54855698,
-36.96,-18.84,-4.14,1280.0,23.860785,303.35037,-38.508984,5.5162406,2.528277,7.5848308,-0.0411315933333,-0.0150680106667,-0.832405733333,
-36.899998,-18.96,-4.68,1280.0,24.73498,304.04675,-38.815502,5.133168,3.064578,7.8529816,0.342491783333,0.0362446713333,-0.89919365,
-36.84,-19.02,-4.98,1280.0,25.570807,304.28445,-38.912407,5.707777,3.4476504,7.393295,0.501723983333,-0.247604036667,-0.50253847,
-36.84,-19.02,-4.98,1280.0,26.706091,304.005265,-38.17219,3.5625722,3.3327289,7.240066,0.378940078333,-0.235793979333,-0.351451136667,
-36.84,-19.02,-4.98,1280.0,27.731253,303.8672,-38.13448,4.3287168,2.873042,7.0485296,0.4196644225,0.449596825,-0.6096435125,
-36.84,-19.02,-4.98,1280.0,28.696293,303.87827,-38.71855,6.090849,3.7924154,6.8186865,0.45407648,0.461406876667,-0.70086605,
-36.84,-19.02,-4.98,1280.0,29.118767,304.1712,-39.254105,6.8186865,4.4819455,7.086837,-0.09743300675,0.4450153325,-0.443793605,
-36.84,-19.02,-4.98,1280.0,29.080273,304.94943,-40.158318,6.7803793,4.060566,6.244078,-0.6270531775,0.45020768,-0.3466660225,
-36.84,-19.02,-4.98,1280.0,28.852999,306.25128,-41.281494,6.703765,3.9839516,5.861006,-0.923322815,0.375376695,-0.5335908025,
-36.84,-19.02,-4.98,1280.0,28.604338,307.74377,-42.35871,5.5162406,3.1411927,5.554548,-0.8179485675,0.236404845,-0.676533255,
-36.84,-19.02,-4.98,1280.0,28.835363,309.0112,-43.097134,5.554548,3.064578,5.93762,-0.4013384575,0.06536258225,-0.7681630575,
-36.84,-19.02,-4.98,1280.0,28.835363,309.0112,-43.097134,5.592855,3.1411927,5.93762,-0.4013384575,0.06536258225,-0.7681630575,
-36.84,-19.02,-4.98,1280.0,30.291176,311.27563,-43.25614,6.167464,4.4819455,5.746084,-0.650204948,-0.562729054,-0.461081072,
-36.84,-19.02,-4.98,1280.0,30.223505,312.6556,-43.33242,5.4779334,3.9073372,6.435614,-0.668286556667,-0.334754153333,-0.770097453333,
-35.88,-21.359999,-9.78,1280.0,30.44044,313.61105,-43.60132,5.4779334,3.9073372,6.435614,-0.27885998,-0.12217305,-0.6902777225,
-36.059998,-21.06,-10.38,1280.0,30.782,314.28833,-43.84341,5.4779334,3.9073372,6.435614,-0.063835418,-0.0345138875,-0.1970040385,
-36.059998,-21.06,-10.38,1280.0,30.796972,314.4278,-43.85221,6.8186865,4.0222588,5.707777,-0.0863356216667,-0.053348899,-0.024434611,
-36.3,-20.88,-11.04,1280.0,30.59291,314.60696,-44.010994,6.8186865,4.0222588,5.707777,-0.1508837175,-0.0931569525,-0.144164195,
-36.3,-20.699999,-11.219999,1280.0,30.549494,315.0822,-44.2334,6.8186865,4.0222588,5.707777,-0.2415972025,-0.0335975885,-0.376293,
-36.059998,-20.699999,-11.4,1280.0,30.719353,315.63544,-44.54059,6.8186865,4.0222588,5.707777,-0.221438655,0.12370021175,-0.54428092,
-36.059998,-20.699999,-11.4,1280.0,30.837162,316.44476,-45.319233,6.742072,3.9456444,5.056554,-0.246789562,0.206961142,-0.5453805,
-35.34,-20.64,-11.4,1280.0,30.871067,317.38403,-46.254395,6.742072,3.9456444,5.056554,-0.272038656667,0.0676024203333,-0.58928132,
-35.04,-20.699999,-11.219999,1280.0,30.953033,318.35236,-46.91619,6.742072,3.9456444,5.056554,-0.357967026667,-0.0924442733333,-0.480140086667,
-34.98,-21.0,-11.28,1280.0,30.829165,319.18588,-47.213497,6.742072,3.9456444,5.056554,-0.450513125,-0.1649336125,-0.3711006325,
-34.5,-21.18,-11.5199995,1280.0,30.603754,319.8449,-47.50201,6.742072,3.9456444,5.056554,-0.43279802,-0.1554652065,-0.5213734875,
-34.079998,-21.18,-11.4,1280.0,30.568392,320.92352,-47.97762,6.742072,3.9456444,5.056554,-0.71929384,0.07605272275,-0.6041457375,
-33.6,-21.48,-11.34,1280.0,30.133923,322.3492,-48.936882,6.742072,3.9456444,5.056554,-1.263574775,0.3689626125,-0.41050144,
-33.42,-21.72,-11.46,1280.0,29.23395,323.9652,-50.21739,6.742072,3.9456444,5.056554,-1.2421945,0.43554692,-0.390037455,
-33.36,-22.14,-11.28,1280.0,28.257647,325.38217,-51.36625,6.742072,3.9456444,5.056554,-0.919555853333,0.40846522,-0.25289821,
-33.3,-22.5,-11.28,1280.0,27.779543,325.9731,-51.960487,7.0102224,3.5242648,5.592855,-0.58765239,0.29932398,-0.01557706425,
-33.12,-23.039999,-11.34,1280.0,27.436207,326.42322,-52.46211,7.0102224,3.5242648,5.592855,-0.11392636875,0.1328631935,-0.3604104925,
-33.12,-23.039999,-11.34,1280.0,27.925144,326.9215,-52.667515,5.9759274,3.3327289,5.094861,0.564032236667,-0.335365016667,-0.724282555,
-32.94,-23.22,-11.58,1280.0,27.925144,326.9215,-52.667515,5.9759274,3.3327289,5.094861,0.564032236667,-0.335365016667,-0.724282555,
-32.94,-23.22,-11.58,1280.0,30.469728,327.24988,-51.816128,5.9759274,3.3327289,5.094861,0.901331685,-0.414472065,-0.7101308525,
-32.94,-23.22,-11.58,1280.0,31.574524,327.00613,-51.359295,6.7803793,4.596867,4.6351743,0.963029075,-0.5079344425,-0.77915861,
-32.94,-23.22,-11.58,1280.0,32.866886,327.021,-50.49565,7.3549876,5.8226986,6.0525417,0.719192013333,-0.85480409,-0.7415904,
-32.94,-23.22,-11.58,1280.0,33.921333,327.0369,-49.18329,6.3206925,6.7803793,7.0485296,0.649349755,-1.103833475,-0.5134322475,
-32.94,-23.22,-11.58,1280.0,34.687862,326.539,-47.41371,5.66947,6.6654577,6.895301,0.7174612275,-1.23761295,-0.1230893475,
-32.94,-23.22,-11.58,1280.0,35.43245,325.79416,-45.71296,5.056554,6.4739213,7.0485296,0.7987063125,-0.9718866,-0.05039638375,
-33.66,-21.06,-15.0,1280.0,35.43245,325.79416,-45.71296,5.056554,6.4739213,7.0485296,0.7987063125,-0.9718866,-0.05039638375,
-33.66,-21.06,-15.0,1280.0,36.155838,325.26407,-45.075317,5.056554,6.4739213,7.0485296,0.97891155,-0.1398881465,-0.319177095,
-33.66,-21.06,-15.0,1280.0,37.571423,324.4951,-44.813408,4.4436383,5.209783,4.4436383,1.3023647,0.209221345,-0.4651738825,
-33.66,-21.06,-15.0,1280.0,39.193455,323.35107,-44.155903,3.6774938,5.171476,3.6774938,1.583973575,-0.11392637025,-0.398589565,
-33.66,-21.06,-15.0,1280.0,41.10731,321.54486,-42.38991,2.566584,4.903325,3.4859576,2.09893296667,-0.633670886667,-0.355116326667,
-33.66,-21.06,-15.0,1280.0,43.47881,318.54968,-39.16621,2.6048915,7.469909,5.554548,2.7522533,-1.03877636,-0.2461787,
-33.66,-21.06,-15.0,1280.0,45.019432,315.48062,-35.89783,2.183512,8.274361,6.742072,2.9813278,-1.226617425,0.35277468425,
-33.66,-21.06,-15.0,1280.0,45.862934,310.31735,-30.778246,2.3750482,9.691729,7.3166804,2.771801025,-1.164003725,1.568701925,
-33.66,-21.06,-15.0,1280.0,45.153893,304.28384,-25.00041,3.217807,9.11712,7.086837,3.076928225,-1.2443325,2.422386175,
-33.66,-21.06,-15.0,1280.0,43.67227,296.67346,-17.962921,3.371036,7.967903,6.703765,4.0170499,-1.488373175,2.915354425,
-34.559998,-10.44,-17.76,1280.0,41.667225,288.0814,-10.4213295,3.5242648,8.42759,7.0485296,3.5503488,-1.3846279,2.8865419,
-34.559998,-10.44,-17.76,1280.0,39.53433,284.6695,-7.1390204,3.217807,7.6614456,7.3549876,1.953241675,-1.0015135375,2.66581595,
-34.559998,-10.44,-17.76,1280.0,36.94814,283.1257,-5.506003,2.6048915,5.899313,7.086837,0.252898199,-0.29321532,1.99936195,
-34.559998,-10.44,-17.76,1280.0,34.863224,283.05234,-5.328724,1.340753,5.171476,7.393295,-0.22204951,-0.09071349,1.6200146,
-34.559998,-10.44,-17.76,1280.0,33.138115,283.59674,-5.3881474,1.3790601,5.899313,7.6614456,-0.7987063,-0.24740042,1.2483031,
-34.559998,-10.44,-17.76,1280.0,31.880316,285.55316,-6.075976,1.6089035,6.244078,7.699753,-1.8976529,-0.2782491175,0.727235065,
-34.559998,-10.44,-17.76,1280.0,31.006067,287.98846,-7.141339,-0.22984336,5.3247046,8.925584,-2.61979736667,-0.138055548,0.824668086667,
-34.559998,-10.44,-17.76,1280.0,29.364662,291.43164,-8.883041,-1.685518,5.401319,8.0445175,-2.39630218,0.1238834714,1.23687994,
-34.559998,-10.44,-17.76,1280.0,27.230703,293.75476,-10.077318,-1.8004397,5.056554,7.240066,-1.44408543333,-0.143349718,1.68110116667,
-34.559998,-10.44,-17.76,1280.0,24.90379,294.7474,-9.968395,-1.4173675,4.4436383,6.8569937,-0.8817839825,-0.601091425,1.831984825,
-34.559998,-10.44,-17.76,1280.0,22.63252,295.29504,-9.331775,1.5705963,2.9113493,6.3589997,-0.6963863875,-0.6768386975,1.732413875,
-34.559998,-10.44,-17.76,1280.0,20.729813,295.69247,-8.9139385,1.3790601,2.528277,7.393295,-0.8365799575,-0.53420165,3.0906727,
-34.559998,-10.44,-17.76,1280.0,15.744596,296.052,-8.597911,2.0685902,1.8004397,8.887277,-0.9581421375,0.1948660135,5.31605475,
-34.559998,-10.44,-17.76,1280.0,8.932704,296.1367,-9.41499,2.4899697,2.9879637,7.8529816,-0.869464873333,1.47096353333,5.37235613333,
-34.559998,-10.44,-17.76,1280.0,2.8834343,295.94305,-12.34572,2.873042,2.336741,6.2823853,-0.6801984675,3.14503975,4.91196745,
-34.559998,-10.44,-17.76,1280.0,-1.7747046,295.41394,-16.652548,3.2561142,-3.5242648,8.389283,-0.4382958125,3.0747902,1.8032742625,
-34.559998,-10.44,-17.76,1280.0,-0.6269419,296.08533,-18.01031,0.34476504,-2.681506,12.603078,-0.209526785,0.6331618375,-1.6539176625,
-34.559998,-10.44,-17.76,1280.0,-0.19548039,296.42715,-18.74279,0.6512229,-3.3327289,13.828909,-0.07483098875,0.7944302625,1.6630806675,
-34.559998,-10.44,-17.76,1280.0,-2.7785983,295.5839,-19.660849,3.8307228,-0.5363012,8.42759,-0.1142317965,0.6084217725,2.540283125,
-34.559998,-10.44,-17.76,1280.0,-5.7398624,294.68405,-20.387287,5.5162406,2.4516625,9.768343,-0.059050304,0.593761,2.65482033333,
-34.559998,-10.44,-17.76,1280.0,-8.534974,293.2835,-21.34631,7.5465236,3.715801,9.461885,0.4508185425,0.62613687,2.340530125,
-34.559998,-10.44,-17.76,1280.0,-9.793165,292.21497,-21.864166,7.3549876,1.2641385,8.389283,0.539699455,-0.0372627775,0.9825767425,
-34.559998,-10.44,-17.76,1280.0,-10.29081,291.4552,-21.470432,8.542512,-1.2258313,7.1634517,-0.0097738425,-1.113301925,0.4581489275,
-34.559998,-10.44,-17.76,1280.0,-11.005611,291.5951,-19.599031,6.895301,-1.2258313,6.0525417,-0.6508769475,-2.23301795,0.5806274325,
-34.559998,-10.44,-17.76,1280.0,-11.917144,292.30194,-16.16799,4.1371803,-1.9919758,6.7803793,-1.066876175,-3.565620375,0.508239885,
-34.559998,-10.44,-17.76,1280.0,-12.6895685,293.68292,-10.889452,-0.9576807,-2.1452048,10.840945,-1.503033925,-4.990768975,0.0116064365,
-34.559998,-10.44,-17.76,1280.0,-12.775586,295.16504,-5.7833924,-1.3024458,-3.6008794,15.897499,-1.7930931,-5.4472891,-0.290364613333,
-34.559998,-10.44,-17.76,225.0,-12.558975,297.45544,0.98388445,-0.8810662,-2.7964275,18.885464,-1.942246025,-4.132503325,0.0736092625,
-34.559998,-10.44,-17.76,225.0,-12.849721,299.91553,5.3929996,-0.6895301,-1.4556746,19.421764,-2.017993325,-1.4382822575,0.7773260125,
-34.559998,-10.44,-17.76,225.0,-13.662162,302.57062,6.493191,-1.9536686,-3.4476504,15.322891,-2.03662475,1.1908818,1.00884391,
-34.559998,-10.44,-17.76,225.0,-14.6199045,305.09775,4.73408,-2.2601264,-3.1794999,11.492168,-1.7498235,2.9443705,0.8680394925,
-34.559998,-10.44,-17.76,225.0,-15.2057,306.71054,2.2777674,-1.9153614,-3.0262709,7.967903,-1.57633775,3.34326555,0.405614515,
-34.559998,-10.44,-17.76,225.0,-15.588883,308.68182,-1.1624714,-1.1875241,-3.3327289,6.3589997,-1.5756251,2.87595363333,0.036244671,
-34.559998,-10.44,-17.76,225.0,-15.705883,310.6775,-3.8386862,-0.7278373,-3.217807,4.711789,-1.687820675,2.098322125,0.0284052335,
-34.559998,-10.44,-17.76,225.0,-15.822008,312.8749,-5.2198777,0.038307227,-3.4859576,5.2863975,-1.82037845,0.85246244,-0.1377501125,
-34.559998,-10.44,-17.76,225.0,-15.877444,315.137,-5.0467,0.4213795,-2.873042,4.9799395,-1.71194985,-0.44501534,-0.05864306475,
-34.559998,-10.44,-17.76,160.0,-15.940572,316.69858,-3.886085,-0.91937345,-3.4093432,5.66947,-1.5109752,-1.84756195,-0.04856378725,
-34.559998,-10.44,-17.76,160.0,-15.946834,318.55667,-0.93638873,-1.8004397,-3.1794999,7.3166804,-1.301448425,-2.940705275,-0.15577064,
-34.559998,-10.44,-17.76,160.0,-15.685329,320.1513,3.1503012,-2.183512,-3.371036,11.070788,-1.13172966667,-3.11582003333,-0.301767426667,
-34.559998,-10.44,-17.76,160.0,-15.2922125,321.46918,6.9756384,-2.2601264,-3.4093432,13.828909,-0.9560041,-1.9758436,0.087964596,
-34.559998,-10.44,-17.76,160.0,-15.503822,322.6376,8.886278,-0.038307227,-2.3750482,10.151415,-0.8491026875,-0.368657179,0.554054775,
-34.559998,-10.44,-17.76,160.0,-15.887833,323.50293,9.217599,0.49799395,-2.4516625,8.580819,-0.8481864,0.35216381,0.434019755,
-34.559998,-10.44,-17.76,160.0,-16.18941,324.62555,9.06485,0.49799395,-2.4133554,8.236053,-0.79779001,0.6352998625,0.1847867325,
-34.559998,-10.44,-17.76,160.0,-16.228748,325.64294,8.577656,0.076614454,-2.2218192,7.2783732,-0.8197811625,0.5827654425,0.05955936075,
-34.559998,-10.44,-17.76,160.0,-16.124891,326.6579,8.229776,0.15322891,-3.217807,8.121132,-0.71929383,0.20005837,0.00641408475,
-33.059998,17.46,20.58,225.0,-16.020813,327.5292,8.272185,0.15322891,-3.217807,8.121132,-0.632856383333,0.173892976667,0.156381502,
-33.12,18.06,20.22,225.0,-16.217701,327.9014,7.8111863,0.15322891,-3.217807,8.121132,-0.749837075,0.513126795,0.502131225,
-33.48,18.119999,20.039999,225.0,-16.717482,328.93408,7.450438,0.15322891,-3.217807,8.121132,-0.676533225,0.650571495,0.5876523675,
-33.42,18.18,20.16,225.0,-17.840984,329.82904,7.1108437,0.15322891,-3.217807,8.121132,-0.4987714825,0.52473325,0.68142019,
-33.48,18.18,20.22,225.0,-19.056208,330.65274,7.2722063,0.15322891,-3.217807,8.121132,-0.5595525775,0.2293799025,0.2987131025,
-33.36,18.119999,20.34,225.0,-18.9784145,331.65584,6.9975473,0.15322891,-3.217807,8.121132,-0.6737843625,-0.04886922125,-0.000610865375,
-33.0,18.24,20.279999,225.0,-18.9784145,331.65584,6.9975473,0.15322891,-3.217807,8.121132,-0.825482566667,-0.11280645,-0.0048869222,
-33.0,18.3,20.4,225.0,-18.754713,332.73846,6.4911423,0.15322891,-3.217807,8.121132,-0.8319984475,-0.133168625,-0.0455094585,
-32.88,18.539999,20.1,225.0,-18.877699,333.46066,5.637395,0.15322891,-3.217807,8.121132,-0.722653565,-0.0467311935,-0.1835650075,
-32.82,18.66,19.98,225.0,-18.745304,334.19208,5.409131,0.15322891,-3.217807,8.121132,-0.5943718875,0.0934623825,-0.2364048525,
-32.82,18.66,19.98,225.0,-18.745304,334.19208,5.409131,0.2681506,-3.9073372,10.228029,-0.5943718875,0.0934623825,-0.2364048525,
-32.52,18.9,19.859999,225.0,-18.761903,334.872865,4.6250265,0.2681506,-3.9073372,10.228029,-0.428827393333,0.08511389,-0.251269243333,
-32.399998,19.14,19.8,225.0,-18.448809,335.24768,3.8103726,0.2681506,-3.9073372,10.228029,-0.2266310075,0.1218676175,-0.2614503325,
-32.399998,19.26,19.38,225.0,-18.448809,335.24768,3.8103726,0.2681506,-3.9073372,10.228029,0.018733201,0.23294328,-0.33719761,
-32.64,19.38,19.02,225.0,-18.024912,335.19498,3.5236762,0.2681506,-3.9073372,10.228029,0.183565005,0.4004221725,-0.515875705,
-32.82,19.26,18.539999,225.0,-17.39065,334.901,2.9578242,0.2681506,-3.9073372,10.228029,0.33628131,0.2809980025,-0.54000488,
-33.059998,19.5,18.359999,225.0,-16.7538485,334.13286,2.61557505,0.2681506,-3.9073372,10.228029,0.606711368,-0.33939672,-0.0559552584,
-33.12,19.32,18.42,225.0,-16.7538485,334.13286,2.61557505,0.2681506,-3.9073372,10.228029,0.606711368,-0.33939672,-0.0559552584,
-33.12,19.26,18.359999,225.0,-17.5840625,332.75342,3.59461515,0.2681506,-3.9073372,10.228029,0.55187311,-0.775798857143,0.667588444286,
-33.0,19.26,18.66,225.0,-19.794216,332.2195,5.1485486,0.2681506,-3.9073372,10.228029,0.2568688425,-0.9783006825,1.53876955,
-32.76,19.26,18.779999,225.0,-19.794216,332.2195,5.1485486,0.2681506,-3.9073372,10.228029,-0.0586430646667,-0.882089413333,2.07490556667,
-32.46,19.619999,19.14,225.0,-22.8896675,332.715255,6.70296685,0.2681506,-3.9073372,10.228029,-0.177150925,-0.652404095,1.5238033,
-32.1,19.92,19.5,225.0,-23.346567,332.69327,7.346058,0.2681506,-3.9073372,10.228029,0.197004035,-0.2134973975,-0.4960225725,
-31.74,20.46,20.039999,225.0,-22.397263,332.37405,7.6536465,0.2681506,-3.9073372,10.228029,0.29779681,-0.16218472,-0.7379252275,
-31.38,20.52,20.34,225.0,-22.297682,331.94916,7.397829,0.2681506,-3.9073372,10.228029,0.325896605,0.14844025375,-0.110261175,
-31.199999,20.64,20.58,225.0,-22.125643,331.67386,6.96335,0.2681506,-3.9073372,10.228029,0.326202035,0.401338475,-0.0445931635,
-31.019999,20.699999,20.88,225.0,-22.7454,331.33835,6.6027646,0.2681506,-3.9073372,10.228029,0.472809683333,0.229278086667,0.88779081,
-31.14,20.58,21.18,225.0,-23.843393,330.5365,6.2126985,0.2681506,-3.9073372,10.228029,0.701578725,0.04337143,0.733649145,
-30.9,20.4,21.359999,225.0,-23.977747,330.48764,6.6507382,0.2681506,-3.9073372,10.228029,0.1860084685,-0.14263703075,0.54519724,
