motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ
0.3384786 , -1.737593 , 1.351898
0.6747579 , -1.227357 , 0.9065782
0.2084044 , -0.1409445 , -0.775627
0.1312611 , 0.8062408 , -1.837252
-0.9291852 , 1.751445 , 1.651906
-0.7561622 , 0.5987191 , 2.34191
0.900714 , -0.6369214 , 2.353116
-0.8031908 , 2.835517 , 0.0873092
-0.4307342 , 3.312836 , -0.5723883
-1.118987 , 0.954707 , -0.5405669
-1.190655 , 0.4882097 , -0.9885275
-0.4823892 , 0.1724803 , -0.9478502
1.054965 , -0.6766021 , -1.168841
1.4925 , 0.193371 , -1.338883
0.5923935 , -0.4430769 , -0.7376847
0.2485251 , -1.000924 , -0.2315184
0.7139238 , -0.334889 , 0.05881814
0.6421219 , 0.7211106 , -0.0433228
-0.6875942 , 1.379858 , 0.09507337
-1.242078 , 1.676276 , 0.136854
-0.6535894 , 2.302108 , -0.01654505
0.3873032 , 1.806826 , -0.03424129
-0.09572984 , 0.5626134 , 0.8729518
0.1605685 , -0.4699301 , 1.32576
0.3583563 , -1.480722 , 1.385501
0.5599657 , -1.896147 , 1.559488
0.4757165 , -0.8059616 , 0.6607395
-0.4688493 , 0.5607406 , -2.107128
1.267713 , -0.01831021 , -0.02085457
1.320395 , 0.1050172 , 1.948071
-0.5759242 , -0.8989552 , 1.330248
0.9159026 , -0.5330506 , 2.312577
-0.2583286 , 1.402718 , 1.184572
0.5863996 , 2.094412 , 0.1547252
0.1113973 , 1.444235 , 0.6233712
-1.304309 , 0.5500399 , -1.119796
-0.6659651 , 0.2638595 , -0.8857271
0.5348683 , -0.3355531 , -0.8968584
1.447453 , 0.153864 , -1.733022
0.2795333 , -0.7076536 , -0.732484
0.1085229 , -0.8928232 , -0.2825719
0.5273443 , -0.5237637 , -0.06089586
0.2335047 , 1.190369 , 0.04567097
-0.7848011 , 1.744122 , 0.02054066
-1.286662 , 1.388816 , 0.555679
0.1361285 , 1.727471 , -0.05583221
0.2453027 , 1.42345 , 0.3221208
0.07131934 , 0.2847188 , 0.9442545
0.4059405 , -0.9172609 , 1.20526
0.6366627 , -2.038293 , 1.553871
0.8020967 , -1.396551 , 1.266933
-0.3747088 , 0.4296467 , -1.420573
-0.3007566 , 0.9687845 , -1.459056
0.3582418 , 0.2964086 , -0.4372762
-2.021616 , 0.1744497 , 0.1501606
1.181366 , 0.7159705 , 2.572336
0.1520219 , -0.4604343 , 1.269901
-1.198252 , 0.7575139 , 0.5956733
0.4112954 , 1.652054 , 0.7752386
0.3563921 , 2.45709 , -0.5603673
-1.080936 , 0.9136654 , -1.354387
0.2459447 , -0.02929965 , -0.9825459
0.9719761 , -0.6793295 , -0.8443432
1.261382 , -0.01208413 , -1.389258
0.09749965 , -1.00491 , -0.2944404
0.1393749 , -1.084842 , 0.02807762
0.5975161 , -0.5083868 , -0.3077402
0.05506173 , 1.263408 , -0.003573174
-0.7890782 , 1.639199 , -0.05670861
-1.372705 , 1.336406 , 0.4873269
-0.8302763 , 1.90933 , 0.07703409
0.2921572 , 1.282158 , 0.2487574
0.1026656 , 0.6401916 , 0.6034252
0.4340212 , -1.591281 , 1.43317
0.5823899 , -2.029911 , 1.559368
