min,max,avg,stdVar
0.0287082385959 , 3.1650263644 , 1.08282224988 , 0.655181493987
0.300510859262 , 3.19826856328 , 1.49681205977 , 0.832686788773
0.300510859262 , 4.19223150932 , 1.50321558724 , 0.836746326064
0.513266546388 , 4.19223150932 , 1.47450039596 , 0.818776274314
0.452917435356 , 2.91108453689 , 1.44513746762 , 0.801048705521
0.448288390069 , 3.88026652697 , 1.48668606533 , 0.826327958299
0.448288390069 , 3.88026652697 , 1.54553844308 , 0.86429088598
0.568797615029 , 5.61568741724 , 1.53977501672 , 0.860469358772
0.461264588946 , 5.61568741724 , 1.51534101363 , 0.844512842449
0.461264588946 , 3.40491645177 , 1.5521248904 , 0.868684364853
0.470283714214 , 3.3950080434 , 1.5575851164 , 0.87234752596
0.172074871672 , 3.3950080434 , 1.56511082652 , 0.877427006525
0.172074871672 , 3.38940152238 , 1.64196598548 , 0.931198173218
0.441953553864 , 3.5540193901 , 1.67981884238 , 0.95883823333
0.441953553864 , 3.5540193901 , 1.63301649915 , 0.924769003867
0.564527022292 , 3.68170855227 , 1.64363093856 , 0.932398835282
0.571545319371 , 3.68170855227 , 1.65483823467 , 0.940517660443
0.534002413224 , 3.35683653065 , 1.60863254519 , 0.907468703599
0.385758805473 , 3.35683653065 , 1.63241357561 , 0.92433738076
0.385758805473 , 3.46636693756 , 1.64680821425 , 0.934694041762
0.250378692262 , 4.18127034208 , 1.72034550729 , 0.989180499243
0.250378692262 , 4.18127034208 , 1.75063308228 , 1.01232240578
0.369191717102 , 3.50587885024 , 1.67598892307 , 0.956009823042
0.369191717102 , 5.48786480045 , 1.80206387361 , 1.05245060268
0.391998224238 , 5.48786480045 , 1.83495091389 , 1.07861329904
0.391998224238 , 4.75197414092 , 1.80119737548 , 1.05176638014
0.464147958789 , 4.75197414092 , 1.83249308975 , 1.07664526972
0.35414519141 , 3.60142875766 , 1.77192561309 , 1.02881361496
0.341068775765 , 3.60142875766 , 1.76476991527 , 1.02325169984
0.341068775765 , 3.46406725992 , 1.77422821596 , 1.03060754353
0.437245572781 , 3.2007735342 , 1.78072509211 , 1.03568002439
0.396347243774 , 3.2007735342 , 1.7778276118 , 1.03341582661
0.210697490332 , 3.26128183017 , 1.80539080126 , 1.05508017048
0.210697490332 , 3.56395127868 , 1.72187204835 , 0.990337661905
0.578430856093 , 4.3672723322 , 1.72604033872 , 0.993502429556
0.305696992809 , 4.3672723322 , 1.73898895866 , 1.00338042806
0.231764521661 , 2.8925385704 , 1.49335629948 , 0.830508266768
0.094549919671 , 2.8925385704 , 0.970842518459 , 0.645541113961
